Gene	Position	Segment_Bases	Ave_Adjusted_Log_Ratio	Ave_Stdev	Gene_Score	Pvalue	B-H_Pvalue	Transcripts
CEBPA	chr19:33792220-33793340	1120	0.0212432983712611	1.46342237683797	23.7924941758125	0.437164940843708	0.799986538183524	CEBPA:NM_001285829,CEBPA:NM_001287424,CEBPA:NM_001287435,CEBPA:NM_004364
CHEK1	chr11:125495010-125525358	4160	0.19061718314289	0.242869670853043	792.967481874424	0.576271608975561	0.999983172729405	CHEK1:NM_001114121,CHEK1:NR_045205,CHEK1:NM_001114122,CHEK1:NM_001244846,CHEK1:NM_001274,CHEK1:NR_045204
CHEK2	chr22:29083788-29130728	4280	0.042404792917602	0.215667000020769	181.492513687336	0.65508677660102	0.999983172729406	CHEK2:NM_001257387,CHEK2:NM_145862,CHEK2:NM_007194,CHEK2:NM_001005735
CREBBP	chr16:3777695-3930013	11120	-0.104427621676365	0.230952028987395	1161.23515304118	0.680217380237802	0.990724069278204	CREBBP:NM_001079846,CREBBP:NM_004380
CRLF2	chrX:1314792-1331606	1640	0.0592870021324187	0.267532110102093	97.2306834971667	0.569558863909232	0.999983172729405	CRLF2:NM_001012288,CRLF2:NM_022148,CRLF2:NR_110830
CSF1R	chr5:149433553-149466084	6080	-0.22630575204087	0.167407565686461	1375.93897240849	0.584862780127834	0.999983172729404	CSF1R:NM_005211,CSF1R:NM_001288705,CSF1R:NR_109969
CTNNB1	chr3:41265444-41280867	4245	0.00432377513883549	0.145764747497933	18.3544254643567	0.708566385836434	0.999983172729406	CTNNB1:NM_001904,CTNNB1:NM_001098209,CTNNB1:NM_001098210
CYP1B1	chr2:38298081-38298321	240	-0.372652446402828	0.0454977841396606	89.4365871366788	0.297759111666529	0.999983172729405	CYP1B1:NM_000104
CYP2C8	chr10:96796852-96827148	960	-0.0843157861526421	0.169337296524986	80.9431547065364	0.681047133867278	0.999983172729405	CYP2C8:NM_001198855,CYP2C8:NM_001198854,CYP2C8:NM_000770,CYP2C8:NM_001198853
CYP2D6	chr22:42523495-42526812	1840	-0.251081017650297	0.175734116340514	461.989072476547	0.595987749661048	0.999983172729405	CYP2D6:NM_001025161,CYP2D6:NM_000106
CYP3A4	chr7:99358350-99381779	1240	0.0102003405801956	0.371154359514772	12.6484223194425	0.484660650555133	0.999983172729405	CYP3A4:NM_001202855,CYP3A4:NM_017460
CYP3A5	chr7:99250272-99270657	720	-0.0407886451681858	0.104419555819635	29.3678245210938	0.773179234985565	0.999983172729405	CYP3A5:NR_033811,CYP3A5:NR_033812,CYP3A5:NM_001190484,CYP3A5:NR_033810,CYP3A5:NR_033809,CYP3A5:NR_033808,CYP3A5:NR_033807,CYP3A5:NM_000777
DDR2	chr1:162688753-162750127	4600	-0.0507499716534804	0.164451624113602	233.44986960601	0.660313404352812	0.999983172729405	DDR2:NM_006182,DDR2:NM_001014796
DNMT3A	chr2:25457057-25536936	6720	-0.272035939461044	0.302144671900934	1828.08151317821	0.553513855475163	0.96665040030509	DNMT3A:NM_175629,DNMT3A:NM_175630,DNMT3A:NM_022552,DNMT3A:NM_153759
DPYD	chr1:97915532-98349003	920	-0.0108921637956343	0.19082289143846	10.0207906919836	0.669320845481637	0.999983172729405	DPYD:NM_001160301,DPYD:NM_000110,DPYD-AS2:NR_046591
EGFR	chr7:55086873-55273348	8600	-0.114325370360901	0.165676685608069	983.198185103747	0.666113040796492	0.987080164049024	EGFR:NM_201284,EGFR:NM_201283,EGFR:NM_201282,EGFR:NM_005228,EGFR-AS1:NR_047551
EIF3A	chr10:120795524-120840282	6640	-0.0175824571371192	0.217891384428484	116.747515390471	0.613378869238627	0.999983172729404	SNORA19:NR_002917,EIF3A:NM_003750
EML4	chr2:42472606-42553418	2360	0.405586585742083	0.304329944909858	957.184342351315	0.320901037165291	0.9755933392482	EML4:NM_001145076,EML4:NM_019063
EPHA3	chr3:89156801-89528738	5280	0.0721921335659385	0.215228261142665	381.174465228155	0.652383895842175	0.999983172729405	EPHA3:NM_182644,EPHA3:NM_005233
EPHA5	chr4:66189743-66535488	5560	0.0362104054836691	0.207215628225649	201.3298544892	0.691096479937901	0.980566023744367	EPHA5:NM_004439,EPHA5:NM_182472,EPHA5:NM_001281765,EPHA5:NM_001281767,EPHA5:NM_001281766
EPHB2	chr1:23107824-23240147	4880	-0.217702281907273	0.188105736168267	1062.38713570749	0.564665692964153	0.999983172729405	EPHB2:NM_004442,EPHB2:NM_017449,MIR4253:NR_036214
EPHB6	chr7:142560894-142568730	5160	-0.204870386603053	0.210210063514302	1057.13119487176	0.628060164446339	0.999983172729405	EPHB6:NM_004445,EPHB6:NM_001280795,EPHB6:NM_001280794,EPHB6:NR_104001
ERBB2	chr17:37863157-37884318	7480	-0.197036755027968	0.175162719525475	1473.8349276092	0.615564132341111	0.999983172729404	ERBB2:NM_004448,ERBB2:NM_001005862,ERBB2:NM_001289937,ERBB2:NR_110535,ERBB2:NM_001289936,ERBB2:NM_001289938,MIR4728:NR_039881
ERBB3	chr12:56473984-56495874	8360	-0.143162721968808	0.214587048896463	1196.84035565924	0.633354826981111	0.999983172729403	ERBB3:NM_001982,ERBB3:NM_001005915
ERBB4	chr2:212248301-213403352	8200	0.0554363345133953	0.217648566751354	454.577943009842	0.628803455905914	0.999983172729403	ERBB4:NM_005235,ERBB4:NM_001042599,MIR548F2:NR_031643
ERCC2	chr19:45854797-45855037	240	-0.249158574224032	0.0944018589944694	59.7980578137678	0.528396823311972	0.999983172729405	ERCC2:NM_000400
ESR2	chr14:64699694-64699934	240	-0.121552580228311	0.149780412114591	29.1726192547948	0.836920215832955	0.999983172729405	ESR2:NR_073505,ESR2:NM_001040275,ESR2:NM_001214902,ESR2:NM_001437,ESR2:NR_073497,ESR2:NR_073496,MIR548AZ:NR_106755,ESR2:NM_001271877,ESR2:NM_001271876
ETV6	chr12:11802956-12044066	2600	-0.111461101584753	0.167662517162991	289.798864120357	0.65712945488132	0.999983172729406	ETV6:NM_001987,RNU6-19P:NR_046487
EZH2	chr7:148504646-148544470	5280	0.0314950534502143	0.224347184039106	166.293882217131	0.650729524633913	0.999983172729405	EZH2:NM_001203248,EZH2:NM_004456,EZH2:NM_152998,EZH2:NM_001203247,EZH2:NM_001203249
FBXW7	chr4:153244005-153332983	4160	0.19978316813816	0.349127400739567	831.097979454746	0.56652625968826	0.999983172729405	FBXW7:NM_033632,FBXW7:NM_001257069,FBXW7:NM_018315,FBXW7:NM_001013415,DEAR:NR_104273
FCGR1A	chr1:149754193-149763111	1760	0.0535812184218849	0.475068403028891	94.3029444225173	0.658061831274962	0.937484224433817	FCGR1A:NM_000566,HIST2H2BF:NM_001161334
FCGR2A	chr1:161475158-161487970	1960	-0.159327485296975	0.190375489962913	312.281871182071	0.563396090274523	0.999983172729405	FCGR2A:NM_001136219,FCGR2A:NM_021642
FCGR3A	chr1:161514420-161514660	240	-0.569044428311872	0.0598459870441015	136.570662794849	0.2092998084416	0.999983172729405	FCGR3A:NM_000569,FCGR3A:NM_001127593,FCGR3A:NM_001127592,FCGR3A:NM_001127596,FCGR3A:NM_001127595
FGFR1	chr8:38271112-38318737	5280	-0.201611787882246	0.146819685425737	1064.51024001826	0.576894379604797	0.999983172729405	FGFR1:NM_001174067,FGFR1:NM_023105,FGFR1:NM_015850,FGFR1:NM_023110,FGFR1:NM_023106,FGFR1:NM_001174066,FGFR1:NM_001174065,FGFR1:NM_001174064,FGFR1:NM_001174063
FGFR2	chr10:123238998-123353415	5453	-0.0332099225149709	0.153460128433593	181.093707474136	0.730416878109286	0.999983172729405	FGFR2:NM_001144918,FGFR2:NM_001144914,FGFR2:NM_001144917,FGFR2:NM_000141,FGFR2:NM_001144915,FGFR2:NR_073009,FGFR2:NM_023029,FGFR2:NM_001144919,FGFR2:NM_001144913,FGFR2:NM_001144916,FGFR2:NM_022970
FGFR3	chr4:1795614-1809074	5160	-0.268596906045815	0.290717212347936	1385.96003519641	0.642894283998672	0.956973143794807	FGFR3:NM_001163213,FGFR3:NM_000142,FGFR3:NM_022965
FGFR4	chr5:176516507-176524743	5003	-0.21103469009078	0.203576858406221	1055.80655452417	0.679605745442557	0.999983172729405	FGFR4:NM_002011,FGFR4:NM_213647,FGFR4:NM_022963
FLT1	chr13:28877263-29069067	9200	0.00917418421660223	0.221802270182572	84.4024947927406	0.697859640882661	0.987935182696519	FLT1:NM_001160030,FLT1:NM_002019,FLT1:NM_001159920,FLT1:NM_001160031
FLT3	chr13:28578088-28644847	6800	0.0558602410872954	0.170721222304794	379.849639393609	0.693877893697359	0.999983172729404	FLT3:NM_004119
FLT4	chr5:180030169-180058868	8840	-0.178224538538012	0.313622657005376	1575.50492067603	0.584262665071676	0.975138870301343	FLT4:NM_002020,FLT4:NM_182925
FOXA1	chr14:38060542-38064261	1640	0.155617852575081	0.194747244797723	255.213278223133	0.701460824172395	0.999983172729405	FOXA1:NM_004496
GAB2	chr11:77930228-77991975	3120	-0.28219340136575	0.218112861744685	880.44341226114	0.433821617084192	0.999983172729406	GAB2:NM_012296,GAB2:NM_080491
GATA1	chrX:48649485-48652604	1800	-0.213808925112987	0.13158023272391	384.856065203377	0.596057954005116	0.999983172729405	GATA1:NM_002049
GATA2	chr3:128199830-128205898	2000	-0.214846330942447	0.186889758961638	429.692661884895	0.613525105075972	0.999983172729405	GATA2:NM_001145661,GATA2:NM_001145662,GATA2:NM_032638
GATA3	chr10:8097578-8116023	1840	-0.109995434807015	0.118267654498527	202.391600044908	0.757703461573516	0.999983172729405	GATA3:NM_002051,GATA3:NM_001002295
GNA11	chr19:3094556-3121200	2080	-0.199793880102973	0.284103162929097	415.571270614183	0.609174495859039	0.999983172729405	GNA11:NM_002067
GNAQ	chr9:80336212-80646242	2080	0.00569801471456696	0.151348027077061	11.8518706062993	0.76987594059204	0.999983172729405	GNAQ:NM_002072
GNAS	chr20:57415129-57485969	6520	-0.164628392355195	0.17506471689834	1073.37711815587	0.593934517671098	0.999983172729404	GNAS-AS1:NR_002785,GNAS:NM_001077490,GNAS:NM_016592,GNAS:NM_080425,GNAS:NR_003259,GNAS:NM_001077488,GNAS:NM_000516,GNAS:NM_080426,GNAS:NM_001077489
GRIN2A	chr16:10031790-9985038	5080	-0.149093936421936	0.165324061562045	757.397197023435	0.570009152104771	0.999983172729404	GRIN2A:NM_001134408,GRIN2A:NM_001134407,GRIN2A:NM_000833
GRM3	chr7:86394434-86493753	3040	-0.120453219766884	0.122261861196741	366.177788091327	0.612551104233229	0.999983172729406	GRM3:NM_000840
GSTP1	chr11:67352567-67353697	480	-0.394419487392863	0.0954352428481801	189.321353948574	0.37252767669703	0.999983172729405	GSTP1:NM_000852
HDAC4	chr2:239974691-240274502	7501	-0.201279374948847	0.204739698422064	1509.7965914913	0.641201776993028	0.999983172729404	HDAC4:NM_006037,MIR4440:NR_039642,MGC16025:NR_026664,MIR4441:NR_039643,MIR4269:NR_036229,MIR2467:NR_039948
HIF1A	chr14:62162418-62213886	4880	0.129341743530821	0.231229559333478	631.187708430406	0.494459954857891	0.999983172729405	HIF1A:NM_001530,HIF1A-AS1:NR_047116,HIF1A:NM_181054,HIF1A-AS2:NR_045406,HIF1A:NM_001243084
HNF1A	chr12:121416533-121439090	3000	-0.227634847701123	0.222159052113979	682.90454310337	0.601201991015626	0.999983172729406	HNF1A:NM_000545
HRAS	chr11:532554-534405	1360	-0.267513091528844	0.234117364723805	363.817804479227	0.559467466687822	0.999983172729405	HRAS:NM_001130442,HRAS:NM_005343,HRAS:NM_176795
IDH1	chr2:209101706-209116373	2360	0.143115544856452	0.238475114144114	337.752685861227	0.5880675920884	0.999983172729406	IDH1:NM_001282387,IDH1:NM_001282386,IDH1:NM_005896
IDH2	chr15:90627400-90645703	3120	-0.195452981442958	0.165217913282953	609.813302102028	0.571306435930644	0.928555803248734	IDH2:NM_001289910,IDH2:NM_001290114,IDH2:NM_002168
IGF1R	chr15:99192716-99500699	6760	-0.128375504457457	0.169069904484958	867.81841013241	0.649611958204226	0.999983172729404	IGF1R:NM_000875,MIR4714:NR_039864
IKZF1	chr7:50358556-50468349	2440	-0.191673920430049	0.251463675062694	467.684365849321	0.613647261898843	0.999983172729406	IKZF1:NM_001220771,IKZF1:NM_001220776,IKZF1:NM_001220775,IKZF1:NM_001220774,IKZF1:NM_001220773,IKZF1:NM_001220772,IKZF1:NM_006060,IKZF1:NM_001220767,IKZF1:NM_001220766,IKZF1:NM_001220765,IKZF1:NM_001220770,IKZF1:NM_001220769,IKZF1:NM_001220768
IL7R	chr5:35856979-35876615	2560	-0.0211263401367402	0.255124554464059	54.0834307500549	0.614710397084247	0.999983172729406	IL7R:NM_002185
ITPA	chr20:3193720-3193960	240	-0.247749049807403	0.0245566697333506	59.4597719537767	0.414704026876724	0.999983172729405	ITPA:NM_001267623,ITPA:NM_033453,ITPA:NM_181493,ITPA:NR_052002,ITPA:NR_052001,ITPA:NR_052000
JAK1	chr1:65300151-65352063	6960	-0.110099953853577	0.202143617901185	766.295678820894	0.631664222685562	0.999983172729404	JAK1:NM_002227
JAK2	chr9:5021959-5126876	6880	0.285496099157433	0.357195456134132	1964.21316220314	0.52872263580543	0.992046798342662	JAK2:NM_004972
JAK3	chr19:17937514-17955253	6886	-0.225944385923749	0.273260981591951	1555.85304147093	0.593973848673891	0.975983576583898	JAK3:NM_000215
KDM6A	chrX:44732756-44970760	8680	0.149575231930512	0.239945354138201	1298.31301315684	0.573599831761746	0.999983172729403	KDM6A:NM_021140
KDR	chr4:55946077-55991545	8720	0.0102742765950669	0.218266824941494	89.591691908983	0.628964791741033	0.999983172729403	KDR:NM_002253
KIF5B	chr10:32306043-32317523	3160	0.260723515905657	0.208861740190928	823.886310261875	0.493862109969442	0.999983172729406	KIF5B:NM_004521
KIT	chr4:55524093-55604817	6080	0.00333358995166548	0.2182238355259	20.2682269061261	0.636062808945859	0.999983172729404	KIT:NM_001093772,KIT:NM_000222
KRAS	chr12:25362645-25398401	1400	0.197695373184422	0.248646297730435	276.77352245819	0.592582710786272	0.999983172729405	KRAS:NM_004985,KRAS:NM_033360
LRP2	chr2:170010863-170011103	240	0.237257686084312	0.0333442184131783	56.9418446602348	0.557347452899819	0.999983172729405	LRP2:NM_004525
MAN1B1	chr9:139982746-139982946	200	-0.0729433703911781	0.0338949517687116	14.5886740782356	0.807093794871526	0.999983172729405	MAN1B1:NM_016219,MAN1B1:NR_045721,MAN1B1:NR_045720
MAP2K1	chr15:66679604-66783035	2920	-0.0738751787925494	0.237749832269679	215.715522074244	0.633837435262621	0.999983172729406	MAP2K1:NM_002755,SNAPC5:NM_006049
MAP2K2	chr19:4090509-4123965	2960	-0.21340847771546	0.299806020183392	631.689094037761	0.547576656260506	0.942291835841171	MAP2K2:NM_030662
MAP2K4	chr17:11958115-12044659	2720	0.151847682728169	0.149816915346928	413.02569702062	0.638261388666567	0.999983172729406	MAP2K4:NM_003010,MAP2K4:NM_001281435,MIR744:NR_030613
MAPK1	chr22:22123409-22162162	1920	0.0233426295817193	0.114428991172677	44.817848796901	0.765282322542576	0.999983172729405	MAPK1:NM_138957,MAPK1:NM_002745
MC1R	chr16:89985642-89986642	1000	-0.202613862609803	0.162753347704747	202.613862609803	0.5967189762313	0.999983172729405	MC1R:NM_002386
MCL1	chr1:150549767-150552041	1360	-0.0533090638499753	0.241618170737223	72.5003268359664	0.66393455559156	0.999983172729405	MCL1:NM_021960,MCL1:NM_182763,MCL1:NM_001197320
MDM2	chr12:69202143-69233660	3280	0.167952987296718	0.189589449679587	550.885798333236	0.554285913048397	0.999983172729406	MDM2:NM_002392,MDM2:NM_001278462,MDM2:NM_001145337,MDM2:NM_001145340,MDM2:NM_001145339
MDM4	chr1:204494564-204518844	2960	0.0715595082069086	0.157818821839552	211.816144292449	0.729673826979696	0.999983172729406	MDM4:NM_001204172,MDM4:NM_002393,MDM4:NM_001278519,MDM4:NM_001278518,MDM4:NM_001278517,MDM4:NM_001204171,MDM4:NM_001278516
MED12	chrX:70338533-70362146	11960	-0.186036440636861	0.178100867665918	2224.99583001686	0.602513962779345	0.999983172729403	MED12:NM_005120
MEN1	chr11:64571765-64577610	3080	-0.20829105990692	0.273228322622336	641.536464513315	0.518870037128521	0.999983172729406	MEN1:NM_130800,MEN1:NM_130801,MEN1:NM_130799,MEN1:NM_000244,MEN1:NM_130804,MEN1:NM_130803,MEN1:NM_130802
MET	chr7:116339117-116436198	6560	0.0530827481249443	0.174941573117065	348.222827699634	0.684052604418049	0.999983172729404	MET:NM_000245,MET:NM_001127500
MITF	chr3:69788659-70014437	3920	-0.0430939435056903	0.187641839318685	168.928258542306	0.696963167606962	0.999983172729406	MITF:NM_000248,MITF:NM_198158,MITF:NM_001184967,MITF:NM_198177,MITF:NM_006722,MITF:NM_198159,MITF:NM_198178,MITF:NM_001184968
MLH1	chr3:37034955-37092179	5320	0.0447781112341898	0.194809490995038	238.21955176589	0.6551034793477	0.999983172729405	MLH1:NM_001167618,MLH1:NM_000249,MLH1:NM_001258273,MLH1:NM_001167619,MLH1:NM_001167617,MLH1:NM_001258274,MLH1:NM_001258271
MPL	chr1:43803437-43818474	3480	-0.191547676424472	0.19688014137429	666.585913957162	0.583194000290269	0.984110423955924	MPL:NM_005373
MRE11A	chr11:94153197-94226076	5040	0.198671177476972	0.259549318595233	1001.30273448394	0.600821147772256	0.999983172729405	MRE11A:NM_005590,MRE11A:NM_005591
MSH2	chr2:47630294-47710121	4720	0.242317364444113	0.320243594649822	1143.73796017621	0.520444846301998	0.999983172729405	MSH2:NM_001258281,MSH2:NM_000251
MSH6	chr2:48010341-48034097	5120	0.0189970541161856	0.202092200530957	97.26491707487	0.695882005720872	0.999983172729404	FBXO11:NM_025133,FBXO11:NM_001190274,MSH6:NM_000179,MSH6:NM_001281494,MSH6:NM_001281493,MSH6:NM_001281492
MTHFR	chr1:11854345-11856496	480	-0.311219209400776	0.0818208489192867	149.385220512372	0.372504502554059	0.999983172729405	MTHFR:NM_005957
MUTYH	chr1:45794882-45806027	4688	-0.120452875589458	0.140885614257525	564.683080763378	0.69236646822243	0.999983172729405	MUTYH:NM_001048173,MUTYH:NM_012222,MUTYH:NM_001048174,MUTYH:NM_001128425,TOE1:NM_025077,MUTYH:NM_001048172,MUTYH:NM_001048171
MYC	chr8:128748733-128753241	1720	-0.123160542656284	0.180603025991219	211.836133368809	0.571392530706145	0.999983172729405	MYC:NM_002467
MYCN	chr2:16082160-16086255	1240	-0.1409814029131	0.158882197548921	174.816939612244	0.621892903391377	0.925910345119819	MYCN:NM_005378
NF1	chr17:29422236-29701260	17240	0.139236298171204	0.222305080794463	2400.43378047156	0.642342666306606	0.987284973710616	OMG:NM_002544,NF1:NM_001128147,NF1:NM_000267,NF1:NM_001042492,EVI2B:NM_006495,EVI2A:NM_014210,EVI2A:NM_001003927
NF2	chr22:29999903-30090884	4720	-0.103546061105382	0.169770819842176	488.737408417404	0.705020678313844	0.999983172729405	NF2:NM_000268,NF2:NM_181833,NF2:NM_181825,NF2:NM_181832,NF2:NM_181831,NF2:NM_181830,NF2:NM_181829,NF2:NM_181828,NF2:NM_016418
NKX2-1	chr14:36986732-36989414	1200	0.00017938621183014	0.225267517235535	0.215263454196168	0.730141046590111	0.916651241668621	NKX2-1:NM_001079668,NKX2-1:NM_003317,NKX2-1-AS1:NR_103710
NOTCH1	chr9:139390485-139438633	11697	-0.203940272430297	0.270691345951489	2385.48936661718	0.670707634845058	0.991054751544319	NOTCH1:NM_017617,MIR4673:NR_039820
NOTCH2	chr1:120457901-120612102	11440	-0.18418968465441	0.414743291192949	2107.12999244645	0.617582986806822	0.977047778859462	NOTCH2:NM_024408,NOTCH2:NM_001200001
NPM1	chr5:170814860-170837668	3080	0.100729342544785	0.22782104109403	310.246375037937	0.589103379487585	0.999983172729406	NPM1:NM_002520,NPM1:NM_199185,NPM1:NM_001037738
NQO1	chr16:69745023-69745263	240	-0.291178355458977	0.0381818703431223	69.8828053101546	0.3856816261394	0.999983172729405	NQO1:NM_000903,NQO1:NM_001025433,NQO1:NM_001025434,NQO1:NM_001286137
NRAS	chr1:115247053-115259535	5360	0.175966304368749	0.221747157451814	943.179391416494	0.511315019708711	0.999983172729404	CSDE1:NM_007158,CSDE1:NM_001242892,CSDE1:NM_001242893,CSDE1:NM_001130523,NRAS:NM_002524,CSDE1:NM_001007553,CSDE1:NM_001242891
PAX5	chr9:36840473-37034124	2640	-0.251237236200492	0.265826174218029	663.2663035693	0.500035034212797	0.999983172729406	PAX5:NR_103999,PAX5:NR_104000,PAX5:NM_016734,PAX5:NM_001280556,PAX5:NM_001280555,PAX5:NM_001280554,PAX5:NM_001280547,PAX5:NM_001280548,PAX5:NM_001280549,PAX5:NM_001280553,PAX5:NM_001280552,PAX5:NM_001280551,PAX5:NM_001280550,MIR4476:NR_039687,MIR4540:NR_039766
PBRM1	chr3:52582043-52713817	8720	0.0289648309305077	0.188520879101261	252.573325714027	0.692771784020894	0.999983172729403	PBRM1:NM_018313
PDGFRA	chr4:55124838-55161524	6360	-0.0298431172630453	0.152165554646195	189.802225792968	0.724218439403634	0.999983172729404	PDGFRA:NM_006206
PDGFRB	chr5:149495296-149516709	6320	-0.228440760730898	0.182725908731176	1443.74560781928	0.591971562842213	0.999983172729404	PDGFRB:NM_002609
PIK3CA	chr3:178916588-178952175	5880	0.25240164868235	0.215143886946812	1484.12169425222	0.529599621793748	0.999983172729404	PIK3CA:NM_006218
