Gene	Position	Segment_Bases	Ave_Adjusted_Log_Ratio	Ave_Stdev	Exon_Score	Pvalue	B-H_Pvalue	Transcripts	AveDepth
ABL2	chr1:179078253-179078613	360	0.138143295752522	0.0631664787675383	59.6537010080032	0.779310610179641	0.999969889076182	ABL2:NM_001168238(intron 13-intron 12),ABL2:NM_001168237(intron 14-intron 13),ABL2:NM_001168236(exon 12-intron 12),ABL2:NM_007314(exon 13-intron 13),ABL2:NM_001136000(intron 14-intron 13),ABL2:NM_001168239(intron 13-intron 12),ABL2:NM_005158(exon 13-intron 13)	560.644571428571
ABL2	chr1:179079382-179079622	240	0.258090228485623	0.0929644364738527	63.9041621318086	0.635200892568693	0.999969889076182	ABL2:NM_001168238(intron 12-intron 11),ABL2:NM_001168237(intron 13-intron 12),ABL2:NM_001168236(intron 12-intron 11),ABL2:NM_007314(intron 13-intron 12),ABL2:NM_001136000(intron 13-intron 12),ABL2:NM_001168239(intron 12-intron 11),ABL2:NM_005158(intron 13-intron 12)	469.55675
ABL2	chr1:179079838-179080078	240	0.434719314761955	0.082519460170715	113.038528521955	0.4243271293214	0.999969889076182	ABL2:NM_001168238(intron 11),ABL2:NM_001168237(intron 12),ABL2:NM_001168236(intron 11),ABL2:NM_007314(intron 12),ABL2:NM_001136001(3' UTR -intron 11),ABL2:NM_001136000(intron 12),ABL2:NM_001168239(intron 11),ABL2:NM_005158(intron 12)	500.05275
ABL2	chr1:179081347-179081627	280	0.526459459442123	0.054178153687024	186.645263502208	0.34573261979026	0.999969889076182	ABL2:NM_001168238(intron 11-intron 10),ABL2:NM_001168237(intron 12-intron 11),ABL2:NM_001168236(intron 11-intron 10),ABL2:NM_007314(intron 12-intron 11),ABL2:NM_001136001(intron 11-intron 10),ABL2:NM_001136000(intron 12-intron 11),ABL2:NM_001168239(intron 11-intron 10),ABL2:NM_005158(intron 12-intron 11)	457.9286
ABL2	chr1:179083927-179084247	320	0.386895848168269	0.0549267894978172	156.02312160367	0.481980994614103	0.999969889076182	ABL2:NM_001168238(intron 10-intron 9),ABL2:NM_001168237(intron 11-intron 10),ABL2:NM_001168236(intron 10-intron 9),ABL2:NM_007314(intron 11-intron 10),ABL2:NM_001136001(intron 10-intron 9),ABL2:NM_001136000(intron 11-intron 10),ABL2:NM_001168239(intron 10-intron 9),ABL2:NM_005158(intron 11-intron 10)	463.348833333333
ABL2	chr1:179086437-179086677	240	0.500774903134462	0.0295601913798754	183.799543925293	0.369755168300027	0.999969889076182	ABL2:NM_001168238(intron 9-intron 8),ABL2:NM_001168237(intron 10-intron 9),ABL2:NM_001168236(intron 9-intron 8),ABL2:NM_007314(intron 10-intron 9),ABL2:NM_001136001(intron 9-intron 8),ABL2:NM_001136000(intron 10-intron 9),ABL2:NM_001168239(intron 9-intron 8),ABL2:NM_005158(intron 10-intron 9)	446.687
ABL2	chr1:179087689-179087929	240	0.288167339299017	0.0305013872345402	104.82470169923	0.583612188409046	0.999969889076182	ABL2:NM_001168238(intron 8-intron 7),ABL2:NM_001168237(intron 9-intron 8),ABL2:NM_001168236(intron 8-intron 7),ABL2:NM_007314(intron 9-intron 8),ABL2:NM_001136001(intron 8-intron 7),ABL2:NM_001136000(intron 9-intron 8),ABL2:NM_001168239(intron 8-intron 7),ABL2:NM_005158(intron 9-intron 8)	520.48
ABL2	chr1:179089225-179089505	280	0.510983448999965	0.0498590961896111	186.320695993933	0.370126240740243	0.999969889076182	ABL2:NM_001168238(intron 7-intron 6),ABL2:NM_001168237(intron 8-intron 7),ABL2:NM_001168236(intron 7-intron 6),ABL2:NM_007314(intron 8-intron 7),ABL2:NM_001136001(intron 7-intron 6),ABL2:NM_001136000(intron 8-intron 7),ABL2:NM_001168239(intron 7-intron 6),ABL2:NM_005158(intron 8-intron 7)	419.168
ABL2	chr1:179090704-179091024	320	0.187861295710261	0.0622598410462149	72.4869267379871	0.707552414956914	0.999969889076182	ABL2:NM_001168238(intron 6-intron 5),ABL2:NM_001168237(intron 7-intron 6),ABL2:NM_001168236(intron 6-intron 5),ABL2:NM_007314(intron 7-intron 6),ABL2:NM_001136001(intron 6-intron 5),ABL2:NM_001136000(intron 7-intron 6),ABL2:NM_001168239(intron 6-intron 5),ABL2:NM_005158(intron 7-intron 6)	545.792666666667
ABL2	chr1:179095478-179095838	360	0.20786595700028	0.096089607499337	76.1280982770692	0.699292941832478	0.999969889076182	ABL2:NM_001168238(intron 5-intron 4),ABL2:NM_001168237(intron 6-intron 5),ABL2:NM_001168236(intron 5-intron 4),ABL2:NM_007314(intron 6-intron 5),ABL2:NM_001136001(intron 5-intron 4),ABL2:NM_001136000(intron 6-intron 5),ABL2:NM_001168239(intron 5-intron 4),ABL2:NM_005158(intron 6-intron 5)	502.801571428571
ABL2	chr1:179100409-179100649	240	0.281027511416461	0.0365974535203384	96.8903586296201	0.613338989291762	0.999969889076182	ABL2:NM_001168238(intron 4-intron 3),ABL2:NM_001168237(intron 5-intron 4),ABL2:NM_001168236(intron 4-intron 3),ABL2:NM_007314(intron 5-intron 4),ABL2:NM_001136001(intron 4-intron 3),ABL2:NM_001136000(intron 5-intron 4),ABL2:NM_001168239(intron 4-intron 3),ABL2:NM_005158(intron 5-intron 4)	424.509
ABL2	chr1:179102356-179102596	240	0.481710456426062	0.0214353588509062	192.938823373476	0.384621454108192	0.999969889076182	ABL2:NM_001168238(intron 3),ABL2:NM_001168237(intron 4-intron 3),ABL2:NM_001168236(intron 3),ABL2:NM_007314(intron 4-intron 3),ABL2:NM_001136001(intron 3),ABL2:NM_001136000(intron 4-intron 3),ABL2:NM_001168239(intron 3),ABL2:NM_005158(intron 4-intron 3)	456.61975
ABL2	chr1:179111982-179112262	280	0.323653280451886	0.0643727383792945	107.958903030319	0.572333081551551	0.999969889076182	ABL2:NM_001168238(intron 3),ABL2:NM_001168237(intron 3),ABL2:NM_001168236(intron 3),ABL2:NM_007314(intron 3),ABL2:NM_001136001(intron 3),ABL2:NM_001136000(intron 3-5' UTR ),ABL2:NM_001168239(intron 3-5' UTR ),ABL2:NM_005158(intron 3-5' UTR )	394.2386
ABL2	chr1:179198292-179198612	320	0.752864390871382	0.119727184687107	222.078668280402	0.416136147654114	0.999969889076182	ABL2:NM_001168238(intron 3-5' UTR ),ABL2:NM_001168237(intron 3-5' UTR ),ABL2:NM_001168236(intron 3-5' UTR ),ABL2:NM_007314(intron 3-5' UTR ),ABL2:NM_001136001(intron 3-5' UTR )	30.845
AKT1	chr14:105236596-105236836	240	0.371715121264369	0.0268466858152358	140.161221908696	0.631709084538034	0.999969889076182	AKT1:NM_001014432(3' UTR -intron 16),AKT1:NM_005163(3' UTR -intron 15),AKT1:NM_001014431(3' UTR -intron 15)	80.51875
AKT1	chr14:105236991-105237271	280	0.57322336098261	0.0533786586335988	204.260725052284	0.359156179744082	0.999969889076182	AKT1:NM_001014432(intron 16-intron 15),AKT1:NM_005163(intron 15-intron 14),AKT1:NM_001014431(intron 15-intron 14)	280.1412
AKT1	chr14:105238604-105238884	280	0.183379375795857	0.0365988649714989	73.7605152788559	0.757626781339929	0.999969889076182	AKT1:NM_001014432(intron 15-intron 14),AKT1:NM_005163(intron 14-intron 13),AKT1:NM_001014431(intron 14-intron 13)	304.2424
AKT1	chr14:105239180-105239460	280	0.0274188198776518	0.0199627535246813	13.0496658485933	0.959476747432589	0.999969889076182	AKT1:NM_001014432(intron 14-intron 13),AKT1:NM_005163(intron 13-intron 12),AKT1:NM_001014431(intron 13-intron 12)	307.4912
AKT1	chr14:105239492-105239812	320	-0.000306079332282797	0.0519009326835691	0.125842665086761	0.939639288733098	0.999969889076182	AKT1:NM_001014432(intron 13-exon 11),AKT1:NM_005163(intron 12-exon 10),AKT1:NM_001014431(intron 12-exon 10)	347.599
AKT1	chr14:105239692-105240012	320	-0.00622610407798443	0.107027484894748	1.93358820708854	0.880844286020388	0.999969889076182	AKT1:NM_001014432(exon 12-intron 11),AKT1:NM_005163(exon 11-intron 10),AKT1:NM_001014431(exon 11-intron 10)	222.54
AKT1	chr14:105240161-105240401	240	0.788438195274246	0.0301884985665169	287.65224321335	0.290928868950339	0.999969889076182	AKT1:NM_001014432(intron 11-intron 10),AKT1:NM_005163(intron 10-intron 9),AKT1:NM_001014431(intron 10-intron 9)	115.66
AKT1	chr14:105241192-105241432	240	0.606047903031647	0.262995858429502	84.3692993033514	0.464100658139848	0.999969889076182	AKT1:NM_001014432(intron 10-exon 8),AKT1:NM_005163(intron 9-exon 7),AKT1:NM_001014431(intron 9-exon 7)	91.7815
AKT1	chr14:105241312-105241632	320	0.244952695345464	0.0480368155450939	103.344624322591	0.695599137859076	0.999969889076182	AKT1:NM_001014432(exon 9-intron 8),AKT1:NM_005163(exon 8-intron 7),AKT1:NM_001014431(exon 8-intron 7)	261.312166666667
AKT1	chr14:105241901-105242221	320	0.327000478626866	0.121377031850353	95.8360955473502	0.618120373015094	0.999969889076182	AKT1:NM_001014432(intron 8-intron 7),AKT1:NM_005163(intron 7-intron 6),AKT1:NM_001014431(intron 7-intron 6)	233.071166666667
AKT1	chr14:105242910-105243190	280	0.369284885841816	0.0610162246031931	125.584670933837	0.579376185243369	0.999969889076182	AKT1:NM_001014432(intron 7-intron 6),AKT1:NM_005163(intron 6-intron 5),AKT1:NM_001014431(intron 6-intron 5)	194.0734
AKT1	chr14:105246327-105246647	320	0.18146620273327	0.0540616584161606	73.5800817697411	0.762793064307529	0.999969889076182	AKT1:NM_001014432(intron 6-intron 5),AKT1:NM_005163(intron 5-intron 4),AKT1:NM_001014431(intron 5-intron 4)	283.298333333333
AKT1	chr14:105258836-105259076	240	0.32841288120468	0.00671620554624462	171.264113890299	0.609595506612518	0.999969889076182	AKT1:NM_001014432(intron 5-intron 4),AKT1:NM_005163(intron 4-intron 3),AKT1:NM_001014431(intron 4-intron 3)	221.32275
AKT2	chr19:40736199-40739879	3680	-0.189745667041436	0.215426378510172	465.533426864443	0.703795026910115	0.999969889076183	AKT2:NM_001243028(3' UTR -intron 14),AKT2:NM_001626(3' UTR -intron 15),AKT2:NM_001243027(3' UTR -intron 15)	247.731111111111
AKT2	chr19:40740867-40741147	280	-0.185256066697666	0.0314027160429759	77.9648638714233	0.739351496471524	0.999969889076182	AKT2:NM_001243028(intron 14-intron 13),AKT2:NM_001626(intron 15-intron 14),AKT2:NM_001243027(intron 15-intron 14)	363.788
AKT2	chr19:40741067-40741347	280	-0.179654182654598	0.034917602175785	73.2894862585595	0.778665249083246	0.999969889076182	AKT2:NM_001243028(intron 13-intron 12),AKT2:NM_001626(intron 14-intron 13),AKT2:NM_001243027(intron 14-intron 13)	184.0638
AKT2	chr19:40741762-40742042	280	-0.457983686362733	0.0442860282755203	173.596570552679	0.462789215839999	0.999969889076182	AKT2:NM_001243028(intron 12-intron 11),AKT2:NM_001626(intron 13-intron 12),AKT2:NM_001243027(intron 13-intron 12)	190.7714
AKT2	chr19:40742066-40742386	320	-0.231714310256848	0.0193013887024505	127.121172811786	0.693554317647167	0.999969889076182	AKT2:NM_001243028(intron 11-intron 10),AKT2:NM_001626(intron 12-intron 11),AKT2:NM_001243027(intron 12-intron 11)	278.6475
AKT2	chr19:40743775-40744095	320	0.0179984208088212	0.0538641244271795	7.30707315043555	0.939305844077398	0.999969889076182	AKT2:NM_001243028(intron 10-intron 9),AKT2:NM_001626(intron 11-intron 10),AKT2:NM_001243027(intron 11-intron 10)	204.155333333333
AKT2	chr19:40744724-40744964	240	0.04087893002822	0.0595307104723526	12.0209458180798	0.940187169790247	0.999969889076182	AKT2:NM_001243028(intron 9-intron 8),AKT2:NM_001626(intron 10-intron 9),AKT2:NM_001243027(intron 10-intron 9)	148.41
AKT2	chr19:40745863-40746103	240	0.0501295785124952	0.0202582794449385	20.3734320106633	0.937573835596022	0.999969889076182	AKT2:NM_001243028(intron 8-intron 7),AKT2:NM_001626(intron 9-intron 8),AKT2:NM_001243027(intron 9-intron 8)	210.75475
AKT2	chr19:40747749-40748069	320	-0.141154093316458	0.056971355607133	56.2061347125647	0.805129467741619	0.999969889076182	AKT2:NM_001243028(intron 7-intron 6),AKT2:NM_001626(intron 8-intron 7),AKT2:NM_001243027(intron 8-intron 7)	312.450666666667
AKT2	chr19:40748356-40748676	320	0.000373604312917719	0.131744632173239	0.105238903725738	0.87434708244981	0.999969889076182	AKT2:NM_001243028(intron 6-intron 5),AKT2:NM_001626(intron 7-intron 6),AKT2:NM_001243027(intron 7-intron 6)	214.142166666667
AKT2	chr19:40760979-40761259	280	-0.112341365933053	0.0768349088289722	35.0554039761743	0.852787659373302	0.999969889076182	AKT2:NM_001243028(intron 5-intron 4),AKT2:NM_001626(intron 6-intron 5),AKT2:NM_001243027(intron 6-intron 5)	276.7354
AKT2	chr19:40762735-40763055	320	-0.213424914891131	0.060578605394866	83.162689901783	0.685186204204332	0.999969889076182	AKT2:NM_001243028(intron 4-intron 3),AKT2:NM_001626(intron 5-intron 4),AKT2:NM_001243027(intron 5-intron 4)	450.758166666667
AKT2	chr19:40771032-40771352	320	-0.124160554157901	0.0399203445882335	55.576477817162	0.83219870176409	0.999969889076182	AKT2:NM_001243028(intron 3),AKT2:NM_001626(intron 4-intron 3),AKT2:NM_001243027(intron 4-intron 3)	277.595333333333
AKT2	chr19:40791055-40791295	240	-0.887989605121755	0.250338833513943	128.184164313784	0.259969834848903	0.749977416807136	AKT2:NM_001243028(intron 3-5' UTR ),AKT2:NM_001626(intron 3-5' UTR ),AKT2:NM_001243027(intron 3-5' UTR )	5.4015
AKT3	chr1:243651502-243651782	280	0.161475043781408	0.0782027131754853	50.0407753842703	0.77051593834256	0.999969889076182	SDCCAG8:NM_006642(intron 16),AKT3:NM_181690(3' UTR -intron 15)	440.9012
AKT3	chr1:243662942-243663182	240	0.46259084193738	0.0519504193621301	142.597617407694	0.401491675680014	0.999969889076182	AKT3:NM_001206729(3' UTR -intron 15),AKT3:NM_005465(3' UTR ),SDCCAG8:NM_006642(intron 17-3' UTR ),AKT3:NM_181690(intron 15-intron 14)	469.08725
AKT3	chr1:243675535-243675815	280	0.546660336220098	0.143068037670764	129.256779417597	0.397509330291271	0.999969889076182	AKT3:NM_001206729(intron 15-intron 14),AKT3:NM_005465(intron 14-intron 13),AKT3:NM_181690(intron 14-intron 13)	261.6892
AKT3	chr1:243708714-243708994	280	0.345112849595263	0.0991784196013427	96.9778111633279	0.576740345592242	0.999969889076182	AKT3:NM_001206729(intron 14-intron 13),AKT3:NM_005465(intron 13-intron 12),AKT3:NM_181690(intron 13-intron 12)	288.563
AKT3	chr1:243715996-243716276	280	0.395678216344135	0.0227366985124496	182.058007630478	0.461089284487244	0.999969889076182	AKT3:NM_001206729(intron 13-intron 12),AKT3:NM_005465(intron 12-intron 11),AKT3:NM_181690(intron 12-intron 11)	499.5068
AKT3	chr1:243726924-243727244	320	0.289853958247511	0.0516092354199752	119.39873637372	0.613320681315591	0.999969889076182	AKT3:NM_001206729(intron 12-intron 11),AKT3:NM_005465(intron 11-intron 10),AKT3:NM_181690(intron 11-intron 10)	379.017666666667
AKT3	chr1:243736127-243736447	320	0.207060553043803	0.127766366365904	59.2082830837855	0.72021069194074	0.999969889076182	AKT3:NM_001206729(intron 11-intron 10),AKT3:NM_005465(intron 10-intron 9),AKT3:NM_181690(intron 10-intron 9)	415.415
AKT3	chr1:243776885-243777125	240	0.43716258588355	0.0784269094679706	115.991638822937	0.51767629502971	0.999969889076182	AKT3:NM_001206729(intron 10-intron 9),AKT3:NM_005465(intron 9-intron 8),AKT3:NM_181690(intron 9-intron 8)	191.03025
AKT3	chr1:243778309-243778549	240	0.269573500488415	0.0482569814823773	85.1705514628902	0.679266474747328	0.999969889076182	AKT3:NM_001206729(intron 9-intron 8),AKT3:NM_005465(intron 8-intron 7),AKT3:NM_181690(intron 8-intron 7)	205.65925
AKT3	chr1:243800817-243801137	320	0.462482635446893	0.267185454071504	84.8285189847548	0.525852116300211	0.999969889076182	AKT3:NM_001206729(intron 8-intron 7),AKT3:NM_005465(intron 7-intron 6),AKT3:NM_181690(intron 7-intron 6)	197.0975
AKT3	chr1:243809105-243809425	320	0.579522994206708	0.0607112986943316	225.639452516807	0.332082579087825	0.999969889076182	AKT3:NM_001206729(intron 7-intron 6),AKT3:NM_005465(intron 6-intron 5),AKT3:NM_181690(intron 6-intron 5)	351.6095
AKT3	chr1:243827988-243828268	280	0.825643017793182	0.145118427917972	193.793015133733	0.251834237414156	0.999969889076182	AKT3:NM_001206729(intron 6-intron 5),AKT3:NM_005465(intron 5-intron 4),AKT3:NM_181690(intron 5-intron 4)	157.5502
AKT3	chr1:243858794-243859114	320	0.490693120469289	0.188386376216854	113.83303260211	0.456843682576406	0.999969889076182	AKT3:NM_001206729(intron 5-intron 4),AKT3:NM_005465(intron 4-intron 3),AKT3:NM_181690(intron 4-intron 3)	258.966833333333
AKT3	chr1:244006328-244006648	320	0.212754323300567	0.0525958665031214	87.0793835995316	0.64830793811794	0.999969889076182	AKT3:NM_001206729(intron 4-intron 3),AKT3:NM_005465(intron 3-5' UTR ),AKT3:NM_181690(intron 3-5' UTR )	693.8335
ALK	chr2:29415574-29416853	1279	0.0837864265687647	0.0749451468130259	120.585680222715	0.842808543323861	0.999969889076182	ALK:NM_004304(3' UTR -intron 30)	545.8888
ALK	chr2:29419541-29419820	279	0.244943947516694	0.0510087954887961	88.3187106783509	0.663901099782819	0.999969889076182	ALK:NM_004304(intron 30-intron 29)	407.8232
ALK	chr2:29420355-29420594	239	0.441403881436491	0.0257169606311534	167.714717944321	0.459553902160309	0.999969889076182	ALK:NM_004304(intron 29-intron 28)	326.35375
ALK	chr2:29429968-29430207	239	0.364240734744874	0.0128635815829151	164.586730697922	0.537641455408314	0.999969889076182	ALK:NM_004304(intron 28-intron 27)	334.6
ALK	chr2:29432558-29432837	279	0.300411320962719	0.167538052781442	65.0307427154627	0.652700765769433	0.999969889076182	ALK:NM_004304(intron 27-intron 26)	245.5598
ALK	chr2:29436759-29437038	279	0.150926886728571	0.0287286623714623	64.9181820752194	0.789156870748673	0.999969889076182	ALK:NM_004304(intron 26-intron 25)	392.0418
ALK	chr2:29443517-29443756	239	0.193047121719193	0.0341926169759506	67.641813877498	0.752086205029859	0.999969889076182	ALK:NM_004304(intron 25-intron 24)	271.31025
ALK	chr2:29445102-29445381	279	-0.0432215681197842	0.0671655991773757	14.1432215731629	0.887276830289304	0.999969889076182	ALK:NM_004304(intron 24-intron 23)	464.6314
ALK	chr2:29445288-29445567	279	-0.0510801663609928	0.0824192579100274	15.4480721809433	0.877923682313125	0.999969889076182	ALK:NM_004304(intron 23-intron 22)	387.4632
ALK	chr2:29446141-29446498	357	0.0741117001162282	0.060813535870461	32.1727716074139	0.876665885767093	0.999969889076182	ALK:NM_004304(intron 22-intron 21)	669.040833333333
ALK	chr2:29448218-29448498	280	-0.0414916462296334	0.0128989911432206	21.9509227328789	0.938644884742146	0.999969889076182	ALK:NM_004304(intron 21-intron 20)	447.28025
ALK	chr2:29449724-29450003	279	0.132818199345314	0.0176111082465126	65.0046155461055	0.81711920106283	0.999969889076182	ALK:NM_004304(intron 20-intron 19)	354.4814
ALK	chr2:29450349-29450628	279	0.0421367428130468	0.108944746351302	11.318748447891	0.885329838118466	0.999969889076182	ALK:NM_004304(intron 19-intron 18)	404.6664
ALK	chr2:29451681-29452000	319	0.107572982950043	0.0678298150070291	40.1007143080967	0.8688237688455	0.999969889076182	ALK:NM_004304(intron 18-intron 17)	231.466
ALK	chr2:29455102-29455381	279	0.191449941093963	0.102941342903847	52.7420536966138	0.757500213432913	0.999969889076182	ALK:NM_004304(intron 17-intron 16)	279.2448
ALK	chr2:29456377-29456616	239	0.0751650713375176	0.0222546276230348	29.6876882072839	0.881881527049597	0.999969889076182	ALK:NM_004304(intron 16-intron 15)	538.4985
ALK	chr2:29462481-29462760	279	0.121134425343049	0.0372966576927192	48.2725644014165	0.842336515949925	0.999969889076182	ALK:NM_004304(intron 15-intron 14)	265.6246
ALK	chr2:29473912-29474191	279	0.185996566102831	0.10467140330936	50.8641042831603	0.766132856581318	0.999969889076182	ALK:NM_004304(intron 14-intron 13)	279.2028
ALK	chr2:29497909-29498148	239	0.24659158085071	0.0456599472552023	79.0008007419079	0.654195480820771	0.999969889076182	ALK:NM_004304(intron 13-intron 12)	441.01325
ALK	chr2:29498175-29498454	279	0.0689376807539057	0.0505020866540639	24.9400465767052	0.903770630233151	0.999969889076182	ALK:NM_004304(intron 12-intron 11)	377.304
ALK	chr2:29519699-29519978	279	0.184583269904245	0.085410332749924	55.0258591666652	0.697568420638224	0.999969889076182	ALK:NM_004304(intron 11-intron 10)	673.1416
ALK	chr2:29541100-29541339	239	0.00590566434125823	0.108712545576185	1.36024670712973	0.850373034934241	0.999969889076182	ALK:NM_004304(intron 10-intron 9)	540.48075
ALK	chr2:29543563-29543802	239	0.364333757199862	0.0162078620701477	155.889506750424	0.542405077337117	0.999969889076182	ALK:NM_004304(intron 9-intron 8)	314.821
ALK	chr2:29551162-29551401	239	0.34509409053627	0.0115568312425006	159.772191270101	0.558703214689696	0.999969889076182	ALK:NM_004304(intron 8-intron 7)	333.61275
ALK	chr2:29606542-29606781	239	0.301946865789333	0.0373870440971438	103.000009139362	0.606891054335041	0.999969889076182	ALK:NM_004304(intron 7-intron 6)	338.56475
ALK	chr2:29754722-29755041	319	0.323818317552318	0.0279319716673837	160.514664944799	0.576112515672144	0.999969889076182	ALK:NM_004304(intron 6-intron 5)	361.7765
ALK	chr2:29917658-29917937	279	0.35851861520542	0.0816241807967834	108.84716395842	0.559550101880852	0.999969889076182	ALK:NM_004304(intron 5-intron 4)	289.0046
ALK	chr2:29940384-29940623	239	0.352995424830148	0.031091909652287	127.16916881482	0.515781999758562	0.999969889076182	ALK:NM_004304(intron 4-intron 3)	475.328
ALK	chr2:30142808-30144527	1719	0.0221714430102421	0.177241604850132	28.6391989626659	0.83400395827663	0.999969889076183	ALK:NM_004304(intron 3-5' UTR )	243.186585365854
APC	chr5:112043375-112043615	240	0.0345874123725421	0.0590677601821545	10.1989936357407	0.934705682804185	0.999969889076182	APC:NM_001127511(5' UTR -intron 1)	135.1335
APC	chr5:112090493-112090813	320	0.404190629204655	0.0316882040650395	193.895402151111	0.474447677021123	0.999969889076182	APC:NM_001127511(intron 1),APC:NM_001127510(intron 2-intron 3),APC:NM_000038(intron 1-intron 2)	415.0135
APC	chr5:112101923-112102203	280	0.502299307401569	0.0937518047433442	144.584696607907	0.437025418668859	0.999969889076182	APC:NM_001127511(intron 1-intron 2),APC:NM_001127510(intron 3-intron 4),APC:NM_000038(intron 2-intron 3)	242.7638
APC	chr5:112102845-112103125	280	0.471456302055094	0.0322297415418212	196.921682141146	0.396540440887423	0.999969889076182	APC:NM_001127511(intron 2-intron 3),APC:NM_001127510(intron 4-intron 5),APC:NM_000038(intron 3-intron 4)	451.4106
APC	chr5:112111238-112111518	280	0.183444725612596	0.0552344949030108	64.6057637261448	0.78352008112912	0.999969889076182	APC:NM_001127511(intron 3-intron 4),APC:NM_001127510(intron 5-intron 6),APC:NM_000038(intron 4-intron 5)	170.439
APC	chr5:112116402-112116682	280	0.382781180719418	0.0609026648665128	130.261139002441	0.49555362487028	0.999969889076182	APC:NM_001127511(intron 4-intron 5),APC:NM_001127510(intron 6-intron 7),APC:NM_000038(intron 5-intron 6)	433.9574
APC	chr5:112128043-112128323	280	0.743592921120038	0.270575882610014	118.20082919306	0.262269929136027	0.999969889076182	APC:NM_001127511(intron 5),APC:NM_001127510(intron 7-intron 8),APC:NM_000038(intron 6-intron 7)	324.0338
APC	chr5:112136886-112137166	280	0.512797161339466	0.226638386824813	92.5632866054311	0.424773470007356	0.999969889076182	APC:NM_001127511(intron 5-intron 6),APC:NM_001127510(intron 8-intron 9),APC:NM_000038(intron 7-intron 8)	335.332
