GENES FAILING QC:
Gene	Chromosome	Start	Stop	Average_Read_Depth	Stdev_Read_Depth	Ave_Adjusted_Log_Ratio	Stdev_Adjusted_Log_Ratio
DNMT3A	chr2	25455829	25565459	165.042226890756	94.6389331675911	0.212389183052173	0.214141380366152
DOCK7	chr1	62920396	63154039	160.101871428571	63.9389633012099	0.102928226764913	0.219942848726268
DPYD	chr1	97543299	98386615	193.130828125	84.2000195606089	0.0937049668246399	0.362194593636017
EGFR	chr7	55086724	55275031	63.7068311688312	23.337364333541	-1.50484372266144	0.184308248874307
EIF3A	chr10	120794540	120840334	149.241380165289	59.1733374855415	-0.538903433534988	0.246666593528096
EML4	chr2	42396489	42559688	254.028191323693	111.920353336797	0.290576726237703	0.253538765798759
EPHA3	chr3	89156673	89531284	294.382051020408	92.2994560671585	0.354321493493037	0.138703911928933
EPHA5	chr4	66185280	66536213	186.659475728155	65.2608355136427	0.0276343842502578	0.164867260538464
EPHB2	chr1	23037330	23241823	144.216869565217	39.7411385616799	-0.19857723510179	0.156429793744123
EPHB6	chr7	142552775	142568847	165.594103092784	79.3940730399043	0.229632683998534	0.167374133772574
ERBB2	chr17	37844336	37884915	180.518610294118	86.8141503265125	0.204791996196222	0.258762934184749
ERBB3	chr12	56473808	56497291	227.261150326797	72.0049711576137	-0.159669670714588	0.1492894292894
ERBB4	chr2	212240441	213403352	241.213825503356	74.4956385857932	0.378892778284655	0.182713454007068
ERCC2	chr19	45854648	45873845	125.25025	22.9643637879977	-0.171207673331683	0.0516395472803685
ESR1	chr6	152011630	152424408	94.1145	11.7578027390325	-0.436725568580107	0.0120200561714476
ETV6	chr12	11802787	12048325	209.360755102041	47.7075756272077	-0.134692356798058	0.0807722988227203
EZH2	chr7	148504463	148581441	255.058957894737	77.3407364423876	0.381529584547041	0.155894410397831
FAM175A	chr4	84382093	84406290	172.363170454545	77.0954153372803	-0.0790738823481781	0.206877954449694
FBXW7	chr4	153242409	153456393	215.817807692308	89.9872735372516	-0.0591209013068085	0.193355276372105
FCGR1A	chr1	149754249	149764074	159.633264705882	76.3928842606772	0.692597089724818	0.530129779090322
FCGR2A	chr1	161475204	161489360	270.971457142857	106.891775205002	-0.0316904708194351	0.474222744664518
FCGR3A	chr1	161511550	161520413	50.8415	6.27114158267855	-1.08202176640718	0.176288943749217
FGFR1	chr8	38268655	38326352	304.614829787234	128.150744375158	0.688506657925366	0.175187756779486
FGFR2	chr10	123237843	123357972	136.843020618557	44.9577965282996	-0.532445784622641	0.148348971924924
FGFR4	chr5	176513920	176525126	136.092806818182	64.642887765093	0.155718742479795	0.147877928789538
FLT1	chr13	28874482	29069265	196.018680722892	64.1915825989256	-0.0929864689968839	0.11512161191505
FLT3	chr13	28577410	28674729	195.395507936508	66.4932892991569	-0.086156526419109	0.138257322452781
FLT4	chr5	180028505	180076624	91.2683496932515	39.4424116191928	-0.171736204902059	0.199769583063898
FOXA1	chr14	38058756	38064325	139.88645	56.6351363518929	-0.252442953273249	0.170674158473521
GAB2	chr11	77926335	78128868	218.9140625	84.8011504968526	0.224642109531927	0.211219591800932
GATA1	chrX	48644981	48652717	138.420942857143	56.6591251260896	-0.103523508670552	0.182690375518345
GATA2	chr3	128198264	128212030	78.89665	55.7327110459154	-0.626036416172523	0.27282900551599
GATA3	chr10	8096666	8117164	220.355777777778	81.1414762953883	0.163194722530125	0.165663804628705
GLI1	chr12	57853917	57866047	151.460697247706	60.0297736687792	-0.231636305782622	0.14417648302637
GNA11	chr19	3094407	3124000	98.9736578947368	31.652186804204	-0.168658976734781	0.100858093227856
GNAQ	chr9	80331189	80646365	224.088157894737	86.3087297464674	0.271651700343624	0.180525716765469
GNAS	chr20	57414794	57486250	218.506458015267	118.834342947546	0.136126868160886	0.197536613619371
GRIN2A	chr16	9847264	10276611	350.884514851485	132.735741568184	0.401661489304548	0.127860779936852
GRM3	chr7	86273229	86494192	332.470196969697	83.8039378172251	0.110504180566961	0.156179851949374
GSTP1	chr11	67351065	67354124	177.987625	49.6077231510818	0.223037367513489	0.0497174888759379
HDAC4	chr2	239969863	240322643	153.838413533835	80.9262366183238	0.350208070130337	0.161459520952533
HIF1A	chr14	62162118	62214977	139.318235955056	48.6343824040229	-0.49646965521892	0.166994025864428
HNF1A	chr12	121416548	121440314	103.943018518519	43.1763725842815	-0.096175353598279	0.154638371218131
HRAS	chr11	532241	535550	136.775	62.8148772246671	0.110761029758341	0.166823691856351
HSPH1	chr13	31709110	31736525	75.24575	15.1875547797366	0.0365003429949849	0.133928895512695
IDH1	chr2	209100950	209119867	178.823348837209	52.8380563749554	-0.00296489898879255	0.171625035507125
IDH2	chr15	90627210	90645786	152.981036363636	85.1601802647573	-0.105953599921429	0.18925976625668
IGF1R	chr15	99192760	99507759	199.258267716535	66.7538231875059	-0.111184566048493	0.131865687378362
IKZF1	chr7	50344377	50472798	56.4246666666667	27.7894054005099	-1.4966998069719	0.301435882899241
IL7R	chr5	35856976	35879705	269.840125	57.1110760530977	0.337880862689622	0.109095280522214
ITPA	chr20	3189513	3204516	564.39775	40.5630360080147	0.836811343169046	0.0478390720906676
JAK1	chr1	65298905	65432187	193.303928571429	64.0838994227494	-0.0910388415409406	0.121194152615989
JAK2	chr9	4985244	5128183	109.723404761905	41.7420705394865	-0.506632471319413	0.253762338889815
JAK3	chr19	17935592	17958841	163.381713114754	98.1625184805814	0.534674436698252	0.202788288811925
KDM6A	chrX	44732422	44971845	184.327170886076	73.3874794948705	0.0115555244991087	0.228454167409405
KDR	chr4	55944425	55991762	201.876360759494	58.5973741903403	-0.0157749728557101	0.177034500351816
KIF5B	chr10	32297937	32345371	156.50581754386	83.6551628053809	0.112623671804184	0.301227852072058
KIT	chr4	55524094	55606881	229.760410714286	64.4165713670672	-0.0400153941734839	0.164480884688202
KMT2A	chr11	118307204	118397539	286.00642	135.856261487045	0.284295791213359	0.280129843579992
KRAS	chr12	25357722	25403865	114.29172	35.7956953440159	-0.473897360964721	0.227539590717685
LRP2	chr2	169983618	170219122	151.22275	16.3327832345715	0.433328615391341	0.0572122536568959
MAN1B1	chr9	139981378	140003639	344.47925	29.6773627734592	0.406316013683907	0.0308275317011057
MAP2K1	chr15	66679210	66783882	497.268882352941	179.039169950419	1.12422396270004	0.111418123013683
MAP2K2	chr19	4090319	4124126	91.8019607843137	51.608309671747	-0.00852205399129112	0.27676225307011
MAP2K4	chr17	11924134	12047148	112.739396226415	51.9314568352524	-0.425502618300063	0.22888440348361
MAPK1	chr22	22113946	22221970	115.387564102564	48.8330459111844	-0.635863033210931	0.186570084741652
MC1R	chr16	89984286	89987385	56.8232173913043	30.0691622834924	-1.89221297772066	0.119625288808592
MCL1	chr1	150547026	150552214	210.322071428571	114.814752258313	0.13201137222922	0.173432634804393
MDM2	chr12	69201951	69239324	171.016916666667	72.2429389892862	-0.0236527112164117	0.202180621647189
MDM4	chr1	204485506	204527248	155.832410714286	47.4332885504085	-0.481005999379916	0.161994385952079
MED12	chrX	70338405	70362304	136.994263157895	50.636007279865	-0.638352803072419	0.182519687721306
MEN1	chr11	64570985	64578766	160.571431034483	61.3161163266492	0.125568864724833	0.138154657925527
MET	chr7	116312458	116438440	203.368411290323	65.7366357831068	-0.239768413819061	0.150227000682137
MIOS	chr7	7606615	7647110	222.916951923077	89.9767256461764	-0.0774080152087789	0.196086442609015
MITF	chr3	69788585	70017488	270.061044117647	82.2789815072215	0.304854339527469	0.144027712199042
MLH1	chr3	37034840	37092337	371.507393063584	116.45295519374	0.155772231131731	0.171909712749639
MLH3	chr14	75480466	75518235	179.054540178571	47.6177744007667	-0.61873676276022	0.15038508739162
MPL	chr1	43803474	43820135	150.226301587302	80.9244825865026	-0.115037116758571	0.178349614960438
MRE11A	chr11	94150468	94227040	210.193556818182	77.3369699271926	0.426170492331276	0.228695418501007
MSH2	chr2	47630205	47710367	296.383685430463	119.899604314852	0.269871851030654	0.247085576718929
MSH6	chr2	48010220	48034092	397.723977220957	186.682425645159	0.182069725071085	0.202634677245016
MTAP	chr9	21802634	21865969	130.2708	60.9227782152431	-0.560182203339867	0.258718773413722
MTHFR	chr1	11845786	11866160	162.61975	17.8140426612687	-0.161837469881103	0.142620593665127
MUTYH	chr1	45794913	45806142	156.617135135135	57.0614897635506	-0.298608388865544	0.156176502681707
MYC	chr8	128748314	128753680	1582.88743243243	662.803873180855	2.17456035143122	0.127794191360492
MYCN	chr2	16080682	16087129	125.368617647059	84.2784182673591	-0.18716401792989	0.167681698421784
NBN	chr8	90945563	90996899	111.832188405797	46.5470832909221	-0.574523690027541	0.248903520322873
NF1	chr17	29421944	29704695	246.887895238095	85.2881617416786	0.32003155025746	0.175685456814134
NF2	chr22	29999544	30094589	135.577154761905	51.4232841583539	-0.527401556122631	0.173207228150948
NOTCH1	chr9	139388895	139440238	115.666497777778	68.5099079159358	0.42957418830085	0.284865830431328
NOTCH2	chr1	120454175	120612317	198.18347706422	73.6841092702268	-0.085499080340582	0.182522687136994
NPM1	chr5	170814707	170837888	206.639339622641	70.579172479455	0.335128850014168	0.135250458777969
NPRL2	chr3	50384918	50388486	242.026949152542	63.5007572543727	-0.000185710595195088	0.169841828150021
NPRL3	chr16	135803	188697	193.78211	100.259207703322	0.476694545743658	0.234543452511793
NQO1	chr16	69743303	69760571	148.85825	12.470681564674	-0.163871707717915	0.0498229668372977
NRAS	chr1	115247084	115259515	221.129741666667	62.7054362306406	-0.080098484548053	0.155652258027029
NRP2	chr2	206547223	206662857	204.6935	16.2370523263923	0.411240718649537	0.0778431664950512
NTRK1	chr1	156785541	156851642	235.13751552795	134.100331554891	0.127817052225282	0.183166119857507
PAK1	chr11	77033059	77185108	280.035690265487	120.76136507699	0.339460196108826	0.193216752502959
PALB2	chr16	23614482	23652678	321.141975609756	113.638250112618	0.235357737688698	0.147771797019428
PAX5	chr9	36833271	37034476	127.268130434783	58.6839801033093	-0.0511587353609844	0.212523671244523
PBRM1	chr3	52579367	52719866	264.97	88.0894696765773	0.332665045500796	0.165558377077418
PDGFRA	chr4	55095263	55164412	225.934060869565	49.9423258705631	-0.0728688185316559	0.111681359491328
PDGFRB	chr5	149493401	149535422	175.74848245614	69.9800516155093	0.203029696286461	0.151712633602065
PHF6	chrX	133507341	133562822	137.810897058824	49.6912984800806	-0.606817055132587	0.166262770991955
PIK3CA	chr3	178866310	178952497	163.851132075472	53.2256662661269	-0.0121864092626567	0.181851774310573
PIK3R1	chr5	67511583	67597649	322.454767195767	113.030230974351	0.309807498462893	0.349278015817819
PLK1	chr16	23690200	23701688	236.100086956522	75.6911372545755	0.0973574494599104	0.167331965797957
PLK2	chr5	57749809	57755966	285.277648351648	92.3815715278987	0.263914215703254	0.223990896431706
PLK3	chr1	45266035	45271667	131.758397590361	57.7247172424555	-0.319067214821394	0.147217946528352
PLK4	chr4	128802015	128820377	182.998024	83.7536654235468	-0.128065932897956	0.286164169347259
PML	chr15	74287013	74340155	261.483308219178	128.661107690547	0.213269013969362	0.286216185719412
PMS2	chr7	6012869	6048737	166.526966292135	101.288505983501	-0.215548581221465	0.547525187122586
POLD1	chr19	50887579	50921275	108.536301587302	52.0101178391205	-0.270517391061718	0.205668583874671
POLE	chr12	133200347	133264110	114.253791666667	38.2680673845276	-0.678584358916876	0.191254060385859
PRPF40B	chr12	50017196	50038452	140.267049586777	50.6861254777671	-0.116441558336739	0.151429621278915
PTCH1	chr9	98205263	98279247	229.233533333333	91.784325083099	0.148929566464804	0.149587158859803
PTEN	chr10	89623194	89728532	124.084585365854	69.2099702742651	-0.493343770959793	1.18039473509545
PTPN11	chr12	112856535	112947717	189.033567567568	67.2524787687616	-0.0711025639865138	0.205972735131093
PTPRD	chr9	8314245	10612723	142.39752970297	50.9091745931327	-0.466855307676838	0.22670873075398
RAD51C	chr17	56769933	56811703	114.84241509434	40.0303621901299	-0.561839872928454	0.263926526025832
RAD51D	chr17	33426810	33446888	143.975797619048	58.4666382593689	-0.714760162182836	0.217787764582934
RAF1	chr3	12625099	12705700	268.885256097561	63.5812868310555	0.285851536907688	0.155871970190955
RARA	chr17	38465422	38513895	224.21945021645	143.417832505956	0.178039268599817	0.287776519697707
RB1	chr13	48877882	49056026	123.1416015625	79.942055363981	-0.0151927443249199	0.351641932291327
RET	chr10	43572516	43625797	190.422518072289	94.5210242115939	0.158360258584598	0.228055424590607
RICTOR	chr5	38938022	39074510	206.859492537314	119.896925085203	0.495190977889767	0.230725403321222
ROS1	chr6	117609529	117747018	123.002676470588	60.2792877469598	-0.480249144847809	0.268827580433939
RPS14	chr5	149823791	149829319	116.735111111111	38.1758467487973	-0.454418194414026	0.117794443835135
RUNX1	chr21	36160097	36421595	138.62325	99.5839180951799	0.114946636326781	0.209105019051035
SF1	chr11	64532075	64546316	213.577347222222	153.783432694249	0.228759506969874	0.66485236455214
SF3B1	chr2	198256697	198299771	221.940267175573	55.2786509475175	0.427425254254651	0.20791625724828
SHH	chr7	155595557	155604967	161.600627906977	128.548728336681	0.194848911833012	0.328983969348029
SLC22A2	chr6	160637793	160679963	114.1085	12.0923626620276	-0.676388484149313	0.094994348328296
SLCO1B3	chr12	20963637	21069843	109.7875	16.4414647537864	-0.514347153959494	0.13899371952035
SMAD2	chr18	45359465	45457517	219.523333333333	69.5623427250599	0.0800985011305051	0.1850576910021
SMAD3	chr15	67358194	67487533	280.51034	108.114633229662	0.625396418514476	0.153346587356076
SMAD4	chr18	48556582	48611411	74.5651538461538	29.7776850745556	-1.39574578048994	0.210840511569131
SMARCA4	chr19	11071597	11172958	196.066471910112	90.0273562299529	0.429438215890413	0.231337239232709
SMARCB1	chr22	24129149	24176705	126.764553191489	52.081601198875	-0.66149281332298	0.128654993036029
SMO	chr7	128828712	128853385	167.077202898551	87.6863203552133	0.212512395675812	0.123784416277476
SPOP	chr17	47676245	47755525	272.275787234043	63.9034998688385	0.305841460056233	0.14608490478523
SPRY4	chr5	141689991	141704620	155.95862962963	40.2356710516171	0.0974012002548509	0.133260789333732
SRC	chr20	35973087	36033835	134.560431034483	89.7375828160032	0.257431182610053	0.207127894930393
SRSF2	chr17	74730196	74733493	151.10625	114.254525145342	-0.39218623139106	0.107567165003897
STK11	chr19	1205797	1228434	98.0418043478261	60.3096909098002	-0.106993260231435	0.204852621951118
SUFU	chr10	104263718	104393214	138.622927631579	50.4381287699805	-0.732473393718554	0.233608759337135
SULT1A1	chr16	28616907	28634907	112.297833333333	18.8849668379964	0.231360290016759	0.158368153452638
SUZ12	chr17	30264043	30328057	155.854012820513	85.628926932597	0.482670952704632	0.316888778477204
TACC3	chr4	1723216	1746905	96.8632121212121	42.4361563264521	-0.733326428561993	0.199962401615231
TACSTD2	chr1	59041094	59043166	195.698037735849	90.0194496354972	-0.363881690866708	0.262297280911167
TET2	chr4	106067031	106200960	289.619714285714	75.1754939192642	-0.17865427047202	0.114118158845165
TFG	chr3	100428133	100467811	301.821152380952	85.6629745360137	0.270486114683031	0.191878042608377
TGFBR2	chr3	30647993	30735633	247.365442307692	93.4445329961152	0.27314172323942	0.142845645202627
TMPRSS2	chr21	42836477	42880085	277.562264339152	130.145331318223	0.0186776354253369	0.350507794713017
TP53	chr17	7571719	7590868	99.8323636363637	48.8036463117492	-0.529392706158656	0.292156688110869
TPMT	chr6	18128544	18155374	106.714214285714	17.9153908740046	-0.406588903816195	0.154642493091945
TRRAP	chr7	98476112	98610866	133.904716145833	53.5434476596474	-0.60147334599197	0.267371563491068
TSC1	chr9	135766734	135820020	249.839572649573	75.6908433824999	0.197724261159148	0.115242639484266
TSC2	chr16	2097989	2138713	191.06471559633	107.958077406102	0.463351437300808	0.155855314103472
TYMS	chr18	657603	673499	76.01325	74.6499436465795	0.388873322901703	0.298294297826654
TYR	chr11	88911039	89028927	316.82515	105.567170254429	0.159467379401767	0.26135824186074
U2AF1	chr21	44513065	44527688	140.926738095238	52.1174916753161	-0.542342744492399	0.178550439196328
U2AF2	chr19	56165415	56186082	104.509064516129	51.8231829050975	-0.0468868284983322	0.158696332636186
UGT1A1	chr2	234668918	234681945	339.218909090909	103.160043892492	0.406219088119998	0.150564168485432
UMPS	chr3	124449212	124468119	301.5355	21.3896084641585	0.246837837821114	0.0396317382729266
VHL	chr3	10183318	10195354	212.638944444444	162.055427177957	0.272418452751065	0.151367018031954
WT1	chr11	32409321	32457081	172.02446969697	112.65263299741	0.184742607701423	0.215252123875234
ZBTB16	chr11	113930430	114121397	205.351890410959	75.4529749407712	0.225644471655989	0.178750038640822
ZRSR2	chrX	15808573	15841382	200.414672413793	50.4882506374223	-0.0269956530714093	0.144437847300401

