GENES FAILING QC:
Gene	Chromosome	Start	Stop	Average_Read_Depth	Stdev_Read_Depth	Ave_Adjusted_Log_Ratio	Stdev_Adjusted_Log_Ratio
ERBB4	chr2	212240441	213403352	154.159295302013	48.5458858284182	-0.121082973519512	0.202650194395935
ERCC2	chr19	45854648	45873845	160.4835	24.111743596223	0.366880799207228	0.0753730965189831
ESR1	chr6	152011630	152424408	105.8645	8.68370314151744	-0.193609036598701	0.0855258062486296
ESR2	chr14	64693750	64805268	62.8355	4.12249624014383	0.0699807925690509	0.0778804189916003
ETV6	chr12	11802787	12048325	218.853755102041	43.9500416769929	0.123565387688988	0.153795756155746
EZH2	chr7	148504463	148581441	160.386389473684	53.0979471767521	-0.13197463160217	0.226267578600805
FAM175A	chr4	84382093	84406290	157.185431818182	69.5961953954243	-0.186882169519947	0.30250092619373
FBXW7	chr4	153242409	153456393	183.42258974359	76.6239744094055	-0.162782085046463	0.260647247648055
FCGR1A	chr1	149754249	149764074	108.465882352941	57.0484905062788	0.510936236156681	0.756710032970646
FCGR2A	chr1	161475204	161489360	230.184485714286	58.8802912179189	0.128908087253164	0.198881567532094
FCGR3A	chr1	161511550	161520413	111.04175	5.12208806908862	-0.0173500510841148	0.0692058509270245
FGFR1	chr8	38268655	38326352	168.14770212766	66.260845745357	0.233437006001022	0.247697560387436
FGFR2	chr10	123237843	123357972	185.759226804124	63.3226513429689	0.0263491379928714	0.191264979333387
FGFR3	chr4	1795038	1810599	89.4348131868132	39.8528002413255	0.418360449794483	0.454742138804305
FGFR4	chr5	176513920	176525126	129.116477272727	60.0673069239032	0.351504321964821	0.210285094636181
FLT1	chr13	28874482	29069265	178.535951807229	53.895420727286	-0.0230018999848124	0.185221138319773
FLT3	chr13	28577410	28674729	171.770920634921	56.0320955388061	-0.141457239607868	0.266725351868004
FLT4	chr5	180028505	180076624	116.747466257669	50.7848815390563	0.358174996124962	0.307623444949206
FOXA1	chr14	38058756	38064325	156.1066	58.853651989405	0.266985094591455	0.229604081391337
GAB2	chr11	77926335	78128868	171.01353125	63.1964459732925	0.0551822148999527	0.210334681663417
GATA1	chrX	48644981	48652717	145.995657142857	59.0254751533814	0.164726120519439	0.196777323598775
GATA2	chr3	128198264	128212030	131.5496	67.6685159264632	0.462947491813845	0.242630813971613
GATA3	chr10	8096666	8117164	184.714583333333	49.39851267294	0.242428756135071	0.244306268200097
GLI1	chr12	57853917	57866047	174.086311926605	59.2307843691544	0.265687055166457	0.155176875945182
GNA11	chr19	3094407	3124000	113.481368421053	33.1511946783386	0.151032844907035	0.311949817627099
GNAQ	chr9	80331189	80646365	152.265315789474	60.1953331536526	-0.163286670663188	0.20795066887126
GNAS	chr20	57414794	57486250	185.696854961832	88.9332768281433	0.209913285216758	0.385305098405471
GRIN2A	chr16	9847264	10276611	214.803910891089	68.6508644330711	0.133647171607239	0.18801896492613
GRM3	chr7	86273229	86494192	248.068878787879	54.0081139559253	0.0766255854610389	0.186759321194418
GSTP1	chr11	67351065	67354124	135.538625	17.0996749745244	0.0890655978562293	0.242135722419966
H3F3A	chr1	226250407	226259703	82.224064516129	45.0716707263038	0.102803236493798	0.172926844158133
HDAC4	chr2	239969863	240322643	130.468030075188	63.6978760087742	0.287899511398568	0.193522787868857
HIF1A	chr14	62162118	62214977	171.82395505618	63.5352798954348	-0.148322656156785	0.194183349541447
HNF1A	chr12	121416548	121440314	123.311	46.4998873136827	0.290485989077198	0.163646046758405
HRAS	chr11	532241	535550	136.921541666667	52.0217616827958	0.448137718929523	0.247979962303119
HSPH1	chr13	31709110	31736525	75.687	11.3265142916963	0.357219963086821	0.0499857322438583
IDH1	chr2	209100950	209119867	151.690279069767	46.8068415116232	-0.115577053521622	0.20249571080667
IDH2	chr15	90627210	90645786	164.695545454546	81.5129334228219	0.282294892134931	0.254368468896399
IGF1R	chr15	99192760	99507759	194.27220472441	56.6856366404062	0.151843033608118	0.189420425252276
IKZF1	chr7	50344377	50472798	169.19275	61.386884482932	0.254089862842913	0.206861231785987
IL7R	chr5	35856976	35879705	179.330354166667	37.4352963388663	-0.0380792645079311	0.161136468068915
ITPA	chr20	3189513	3204516	236.423	18.2346985579691	-0.236645374797795	0.0572783727600754
JAK1	chr1	65298905	65432187	183.560119047619	55.0543626810445	0.0467461293286853	0.176387795051333
JAK2	chr9	4985244	5128183	136.882015873016	51.8348397328161	-0.311626012945479	0.507938262760578
JAK3	chr19	17935592	17958841	117.845319672131	65.5297115682458	0.327171495359998	0.219054507202119
KDM6A	chrX	44732422	44971845	154.995202531646	68.7869569599287	-0.126679169334704	0.256376033246095
KDR	chr4	55944425	55991762	175.679170886076	48.7934885652741	-0.0511001155389612	0.206750332528149
KIF5B	chr10	32297937	32345371	130.653265232975	66.6498857058547	-0.151696071180679	0.354536809274187
KIT	chr4	55524094	55606881	195.528410714286	51.0015413045376	-0.0518343605340171	0.172612189431558
KMT2A	chr11	118307204	118397539	194.989362477231	98.538932311299	-0.120762061162756	0.415545042568764
KRAS	chr12	25357722	25403865	140.67464	40.409129274341	-0.181577283141031	0.159241087327609
LRP2	chr2	169983618	170219122	103.45625	11.4648759778508	-0.125381031630538	0.124405933171333
MAN1B1	chr9	139981378	140003639	217.55825	18.0230931359603	-0.0850174589300678	0.0542389987729692
MAP2K1	chr15	66679210	66783882	178.717960784314	56.2829397092244	0.00165853421227912	0.155585838707162
MAP2K2	chr19	4090319	4124126	102.786235294118	53.9638117948949	0.221791357686519	0.272952562570212
MAP2K4	chr17	11924134	12047148	133.349264150943	58.7293022627534	-0.341004213902093	0.791432001960917
MAPK1	chr22	22113946	22221970	162.829641025641	66.0168013445712	-0.114144084030444	0.355829648320703
MC1R	chr16	89984286	89987385	195.386217391304	75.4029292026778	0.254926842326216	0.20377191593936
MCL1	chr1	150547026	150552214	170.439892857143	59.1729323854722	0.182027517396641	0.277617072599027
MDM2	chr12	69201951	69239324	140.349833333333	59.3118312942049	-0.188758794300975	0.284158512720894
MDM4	chr1	204485506	204527248	190.449339285714	65.66670496157	-0.157353807849133	0.151312247425743
MED12	chrX	70338405	70362304	198.796086124402	64.8018146141329	0.144002339411392	0.204863912936997
MEN1	chr11	64570985	64578766	150.76274137931	50.7373027002341	0.376275382955008	0.193250749802515
MET	chr7	116312458	116438440	198.600161290323	71.5481915717208	-0.121412109899378	0.184739144083704
MIOS	chr7	7606615	7647110	184.649403846154	77.4950325098473	-0.18399183484323	0.284488323603091
MITF	chr3	69788585	70017488	184.553132352941	59.9815604302209	-0.0354792236942117	0.215760198099874
MLH1	chr3	37034840	37092337	255.631286705202	81.9404600735615	-0.0601515580988851	0.212365837305829
MLH3	chr14	75480466	75518235	233.864321428571	65.854128639787	-0.0576779613281205	0.199501655545428
MPL	chr1	43803474	43820135	156.673444444444	77.5235604643666	0.170756290156446	0.237907712836463
MRE11A	chr11	94150468	94227040	131.721090909091	51.0228599321013	-0.277935039054607	0.269284096317846
MSH2	chr2	47630205	47710367	192.145988962472	80.3331762267607	-0.194348145017561	0.293514521883851
MSH6	chr2	48010220	48034092	263.775359908884	120.61422780122	-0.0983731820469483	0.196290736037781
MTAP	chr9	21802634	21865969	174.0816	76.1154461427776	-0.0229452644635276	0.332911347372965
MTHFR	chr1	11845786	11866160	183.262375	18.8923235001515	0.191729624160353	0.0743028263560952
MUTYH	chr1	45794913	45806142	183.172878378378	53.3135130770834	0.256759820702351	0.180049133768736
MYC	chr8	128748314	128753680	232.724027027027	81.759313206339	0.214619397556526	0.206825666147199
MYCN	chr2	16080682	16087129	142.453882352941	99.124784645049	0.0681487918751879	0.455445887256278
NBN	chr8	90945563	90996899	147.72231884058	60.0218085428406	-0.216360622677544	0.310792942459601
NF1	chr17	29421944	29704695	158.379571428571	58.1555133308806	-0.158057938037869	0.25383902489598
NF2	chr22	29999544	30094589	184.147142857143	64.3546814819735	0.0400581940740013	0.197217736195455
NOTCH1	chr9	139388895	139440238	96.3683080357143	51.4330067805678	0.390889592092138	0.268460209289043
NOTCH2	chr1	120454175	120612317	186.366550458716	62.550331667362	0.140974907128449	0.235912685137996
NPM1	chr5	170814707	170837888	135.544471698113	42.8784333984117	-0.112652949880913	0.235374809439801
NPRL2	chr3	50384918	50388486	213.349779661017	35.0764273943066	0.285201848940166	0.141402354126918
NPRL3	chr16	135803	188697	134.54617	62.9832592926176	0.290048767827368	0.246504847608794
NQO1	chr16	69743303	69760571	154.9645	13.5999283178258	-0.0224799196207151	0.0435361854513792
NRAS	chr1	115247084	115259515	184.555141666667	50.4028991471549	-0.152921947106355	0.23192138793608
NRP2	chr2	206547223	206662857	148.16875	17.8643214589164	0.123873150084128	0.0359563346922488
NTRK1	chr1	156785541	156851642	196.128161490683	97.7498544316815	0.25623413911396	0.210232641014152
PAK1	chr11	77033059	77185108	183.360778761062	79.9751831542865	-0.0912628806071876	0.209786632675284
PALB2	chr16	23614482	23652678	213.802894308943	66.2000496672637	-0.0424917083911282	0.222452312858594
PAX5	chr9	36833271	37034476	131.665086956522	53.8074903076684	0.158832987353734	0.240220041723687
PBRM1	chr3	52579367	52719866	173.091639751553	63.1298833041409	-0.143196646154859	0.221414584778002
PDGFRA	chr4	55095263	55164412	197.392034782609	44.7587081610078	-0.0441159892362215	0.138611154949229
PDGFRB	chr5	149493401	149535422	148.771605263158	54.6947075619895	0.24983185747868	0.14184253170316
PHF6	chrX	133507341	133562822	168.762808823529	58.2970075611184	-0.178498068727803	0.206225367599959
PIK3CA	chr3	178866310	178952497	137.395490566038	45.9240938650441	-0.218814725898257	0.236281495113054
PIK3R1	chr5	67511583	67597649	207.739361702128	74.5682521936798	-0.11985693759683	0.158561992523785
PLK1	chr16	23690200	23701688	196.760260869565	49.6877414884376	0.202067597251048	0.199711002991939
PLK2	chr5	57749809	57755966	194.614098901099	53.899545285255	0.026815935222857	0.257233026552098
PLK3	chr1	45266035	45271667	157.040012048193	65.1214010013095	0.235408143822666	0.218104115877717
PLK4	chr4	128802015	128820377	173.32816	78.8214153605884	-0.247281847802285	0.524475005030099
PML	chr15	74287013	74340155	189.970109589041	96.2014311508989	-0.0127111244888283	0.278158302969841
PMS2	chr7	6012869	6048737	145.515224719101	74.9366312600265	-0.0874758193994652	0.505584674451325
POLD1	chr19	50887579	50921275	137.049666666667	65.9946730599199	0.337598457808111	0.207217130757617
POLE	chr12	133200347	133264110	182.732685606061	54.0744063739291	0.199912085994289	0.198110402553847
PRPF40B	chr12	50017196	50038452	152.651272727273	55.3753989798883	0.266266183402533	0.237329257110692
PTCH1	chr9	98205263	98279247	180.500770370371	59.010651093076	0.0789020113136784	0.275907290722416
PTEN	chr10	89623194	89728532	141.390975609756	56.2703854575032	-0.0640493903459372	0.214535855623076
PTPN11	chr12	112856535	112947717	164.297054054054	56.9834222274675	-0.0381133151477104	0.205292876500858
PTPRD	chr9	8314245	10612723	180.800886138614	64.8000824380809	-0.0697799221734294	0.253428307842481
RAD51C	chr17	56769933	56811703	144.218811320755	41.3910078289533	-0.16666463304061	0.198491561952476
RAD51D	chr17	33426810	33446888	216.961869047619	78.3298814767482	0.126480077041382	0.163806938673076
RAF1	chr3	12625099	12705700	192.919926829268	50.2442533638645	0.0134221572284872	0.13412591556642
RARA	chr17	38465422	38513895	180.165244588745	102.079595951651	0.216588458164339	0.275744741461006
RB1	chr13	48877882	49056026	111.2898515625	64.6847133120881	-0.324572835201735	0.437078842228366
RET	chr10	43572516	43625797	169.924301204819	78.2714486014043	0.335963266110841	0.212100066431364
RICTOR	chr5	38938022	39074510	124.461950248756	77.6835249725878	-0.347202307586102	0.407180852432068
ROS1	chr6	117609529	117747018	156.246196594427	78.3004275677411	-0.113079948887924	0.292816130649358
RPS14	chr5	149823791	149829319	174.025944444444	51.0172617372158	0.149919526236575	0.13472695886968
RUNX1	chr21	36160097	36421595	115.789625	67.5423407882125	0.0669872184704391	0.308960386437445
SF1	chr11	64532075	64546316	155.842608695652	104.886748292059	-0.0361091411967823	0.356547043928032
SF3B1	chr2	198256697	198299771	136.531580152672	42.7218925381952	-0.299778088505316	0.266962676294693
SHH	chr7	155595557	155604967	147.582534883721	124.693344216242	0.169424143535069	0.37703387631481
SLC22A2	chr6	160637793	160679963	174.94775	26.285665212954	0.0781514604513455	0.0509877745978279
SLCO1B3	chr12	20963637	21069843	154.72925	15.5966233905772	0.0654456277669273	0.0528609482660073
SMAD2	chr18	45359465	45457517	168.751823529412	55.0348890823103	-0.190555258107084	0.172689108729881
SMAD3	chr15	67358194	67487533	159.93026	52.6658504755444	0.216040506025348	0.295340377087405
SMAD4	chr18	48556582	48611411	166.695403846154	53.0432948170497	-0.138528543606123	0.166467027398858
SMARCA4	chr19	11071597	11172958	143.123825842697	59.976862818774	0.217415449784857	0.21561500571901
SMARCB1	chr22	24129149	24176705	189.956063829787	67.6147302560002	0.141241235947245	0.188699690203889
SMO	chr7	128828712	128853385	142.255898550725	69.1620049654778	0.0511457597583376	0.841215739732731
SOD2	chr6	160100148	160114353	58.16475	6.88405423333518	0.451799851988065	0.0169246199800578
SPOP	chr17	47676245	47755525	183.683914893617	42.8029401529549	-0.0478159465620534	0.177258183405943
SPRY4	chr5	141689991	141704620	150.557037037037	43.8705918030151	0.385942473293938	0.195865841388784
SRC	chr20	35973087	36033835	111.614379310345	66.170255825103	0.146023194734995	0.457856369146543
SRSF2	chr17	74730196	74733493	173.435	111.494747242863	0.240243334533828	0.261490057674872
STK11	chr19	1205797	1228434	115.695434782609	63.8056811436276	0.349782413664636	0.17532637301641
SUFU	chr10	104263718	104393214	213.891493421053	68.3259369652855	0.181598253831121	0.2080384371806
SULT1A1	chr16	28616907	28634907	99.8410833333333	12.8857364972433	0.276367287383322	0.174886914825213
SUZ12	chr17	30264043	30328057	97.0462692307692	54.054433847096	-0.332617267359364	0.670289773383204
TACC3	chr4	1723216	1746905	166.900131313131	58.4722196089122	0.321833090194031	0.165794998980552
TACSTD2	chr1	59041094	59043166	207.468849056604	79.9878861961495	0.152213616238557	0.258311064421123
TET2	chr4	106067031	106200960	263.35750931677	65.782196080185	-0.0200102326099559	0.133441581807337
TFG	chr3	100428133	100467811	187.192676190476	61.7248835824465	-0.206328509127033	0.24900222224718
TGFBR2	chr3	30647993	30735633	184.190673076923	66.9669362555195	0.126341612861201	0.205043585943361
TMPRSS2	chr21	42836477	42880085	230.788027431422	94.1019814371396	0.096870787627088	0.260124622381195
TP53	chr17	7571719	7590868	142.581527272727	61.2718874632062	0.0687878122501253	0.299525932459772
TPMT	chr6	18128544	18155374	121.936928571429	26.8168574127338	-0.347451129195077	0.130192573081284
TRRAP	chr7	98476112	98610866	187.641092105263	63.0211304406324	0.0649088900224373	0.240747883586417
TSC1	chr9	135766734	135820020	184.282264957265	48.6481998541514	0.0582740605944677	0.217691519281986
TSC2	chr16	2097989	2138713	135.159981651376	65.5870549109317	0.332476414213094	0.194548506504192
TYR	chr11	88911039	89028927	240.1215	84.061388942546	0.0297926848553917	0.209375584475556
U2AF1	chr21	44513065	44527688	188.264095238095	67.1256212637064	0.034307129232001	0.186163977550479
U2AF2	chr19	56165415	56186082	110.96764516129	50.2048794811102	0.187887701214279	0.204319252182871
UGT1A1	chr2	234668918	234681945	207.460545454545	66.0900129181457	-0.083178309660949	0.122509756826232
UMPS	chr3	124449212	124468119	206.35	21.5797565903789	-0.0349710444979212	0.0544181216730341
VHL	chr3	10183318	10195354	142.392444444444	94.0245355970819	0.0678381986473664	0.266521649614615
WT1	chr11	32409321	32457081	127.723621212121	77.2982058978291	0.0671775062637385	0.408670532529826
ZBTB16	chr11	113930430	114121397	173.429369863014	60.4123223154691	0.26356053511921	0.216815355771858
ZRSR2	chrX	15808573	15841382	172.55474137931	42.4829797251754	-0.0730602549393043	0.185686590152116

