GENES FAILING QC:
Gene	Chromosome	Start	Stop	Average_Read_Depth	Stdev_Read_Depth	Ave_Adjusted_Log_Ratio	Stdev_Adjusted_Log_Ratio
ESR2	chr14	64693750	64805268	241.55	18.2242863783469	-0.129473134646158	0.0374825662892897
ETV6	chr12	11802787	12048325	748.167448979592	143.504588884185	-0.0240677907936252	0.0803207268382027
EZH2	chr7	148504463	148581441	638.030231578947	174.347983793239	-0.0739307762023358	0.187468262295671
FAM175A	chr4	84382093	84406290	620.688920454546	244.070493117638	-0.110687622527411	0.157527235973358
FBXW7	chr4	153242409	153456393	715.051051282051	263.851181245049	-0.0873944473386655	0.21321290608236
FCGR1A	chr1	149754249	149764074	398.924176470588	205.303812845381	0.202065476701947	0.408502558554039
FCGR2A	chr1	161475204	161489360	821.673571428571	207.117526849756	0.0533778425691052	0.127190522700332
FCGR3A	chr1	161511550	161520413	436.99375	28.2795415218759	-0.0808994459594204	0.0307376162401355
FGFR1	chr8	38268655	38326352	601.874542553191	227.434900751779	0.100772770481558	0.171098234557489
FGFR2	chr10	123237843	123357972	685.530268041237	200.04796275757	-0.0140446329622711	0.12916320425486
FGFR3	chr4	1795038	1810599	305.628285714286	135.965751694022	0.133600762651296	0.187071678711513
FGFR4	chr5	176513920	176525126	448.164454545455	172.465580568197	0.149618022894789	0.157040636147287
FLT1	chr13	28874482	29069265	685.630807228916	184.48043655975	-0.00982009106989878	0.122361241875131
FLT3	chr13	28577410	28674729	688.594047619047	207.685166769505	-0.0400225437592536	0.145046805275278
FLT4	chr5	180028505	180076624	399.387993865031	150.955813220902	0.11717431948354	0.189983002061949
FOXA1	chr14	38058756	38064325	579.2392	185.117575252757	0.188878640034303	0.202937788007851
GAB2	chr11	77926335	78128868	629.91015625	229.072603305782	-0.00230863052777054	0.169397714390558
GATA1	chrX	48644981	48652717	538.256942857143	205.200499743466	0.0479548554926656	0.124631772594045
GATA2	chr3	128198264	128212030	452.77245	237.481932757731	0.194421721193349	0.176461464079447
GATA3	chr10	8096666	8117164	638.120305555556	190.518832809372	0.0416173108310103	0.105404272274191
GLI1	chr12	57853917	57866047	612.876706422018	202.255269745402	0.113159878511426	0.106600688438434
GNA11	chr19	3094407	3124000	423.22697368421	116.430566589907	0.0340426627358966	0.102040759542481
GNAQ	chr9	80331189	80646365	604.214526315789	206.770770424481	-0.0885342732947788	0.175186565287375
GNAS	chr20	57414794	57486250	655.220213740458	316.973555141133	0.0804082064971453	0.175280980724441
GRIN2A	chr16	9847264	10276611	796.847742574257	260.135384926055	0.0878842031550096	0.114579783872547
GRM3	chr7	86273229	86494192	916.8635	190.359968556007	0.0714756159834995	0.146410190565047
GSTP1	chr11	67351065	67354124	526.30325	116.802556604886	0.016493418517974	0.0445888700004008
H3F3A	chr1	226250407	226259703	353.436225806452	183.175362593179	0.154789812622201	0.201606361667087
HDAC4	chr2	239969863	240322643	439.134248120301	202.352761329467	0.0100330989523122	0.124642421633409
HIF1A	chr14	62162118	62214977	685.984573033708	222.17325174347	-0.0772533207662031	0.100735813887682
HNF1A	chr12	121416548	121440314	427.582	153.334742802821	0.0532914241491892	0.1000181168802
HRAS	chr11	532241	535550	463.282958333333	191.083650967205	0.138807473544169	0.145601307463744
HSPH1	chr13	31709110	31736525	304.9245	34.9375836134957	0.240933219291263	0.0469970691008712
IDH1	chr2	209100950	209119867	617.986860465116	165.40434238016	-0.0350652478924419	0.128270739109639
IDH2	chr15	90627210	90645786	570.502727272727	266.007436041548	0.109948315350027	0.157773679126326
IGF1R	chr15	99192760	99507759	703.163377952756	194.81559284377	0.0630829190334286	0.136469907394313
IKZF1	chr7	50344377	50472798	591.561875	217.530942090586	0.0748400079725878	0.0920523278642157
IL7R	chr5	35856976	35879705	684.737	137.871601854014	-0.0437329232329494	0.140793048612901
ITPA	chr20	3189513	3204516	879.15225	72.6156133051805	-0.224735322487013	0.0144897445125673
JAK1	chr1	65298905	65432187	682.915880952381	191.662660184113	-0.00219791619581594	0.126113775682174
JAK2	chr9	4985244	5128183	572.082904761905	191.737736376501	-0.121574849422296	0.162295114215812
JAK3	chr19	17935592	17958841	410.244959016394	207.880622732643	0.0752242918259862	0.169961352316054
KDM6A	chrX	44732422	44971845	627.159588607595	234.634929136144	-0.0523635512083794	0.16543861268124
KDR	chr4	55944425	55991762	678.027797468355	177.894441697586	-0.0441387799737242	0.155036697971352
KIF5B	chr10	32297937	32345371	530.894919298246	266.370888172265	-0.0639461664868115	0.288282717689523
KIT	chr4	55524094	55606881	758.587571428572	188.594129109062	-0.0196733805946364	0.131713465683469
KMT2A	chr11	118307204	118397539	754.638416363636	342.921851660652	-0.0249988825371024	0.186843818740893
KRAS	chr12	25357722	25403865	568.86468	138.869535481248	-0.124136444526203	0.11614307218335
LRP2	chr2	169983618	170219122	411.36875	41.8676515186546	-0.177263277499009	0.0991921362310435
MAN1B1	chr9	139981378	140003639	787.33525	57.5822088642621	-0.133316048842985	0.062239981184851
MAP2K1	chr15	66679210	66783882	656.343156862745	201.820182120597	-0.0749394564030682	0.123657819894195
MAP2K2	chr19	4090319	4124126	366.529921568627	174.813092028886	0.0505329833597488	0.269292305201621
MAP2K4	chr17	11924134	12047148	555.168245283019	231.98375070778	-0.0880379101135479	0.213698794319302
MAPK1	chr22	22113946	22221970	618.297641025641	249.184272160233	0.00628650766170955	0.173331679433748
MC1R	chr16	89984286	89987385	735.74452173913	276.779984950513	0.214046838237106	0.156389775466352
MCL1	chr1	150547026	150552214	601.872357142857	218.021166142716	0.00593263949148068	0.150240788483496
MDM2	chr12	69201951	69239324	604.603616666667	239.809855026094	-0.0447951809705024	0.151478439484179
MDM4	chr1	204485506	204527248	743.146375	224.831200539948	-0.103427314732648	0.151459576572685
MED12	chrX	70338405	70362304	729.708933014354	236.706308132237	0.0735326311689465	0.127145593965701
MEN1	chr11	64570985	64578766	520.026551724138	176.899606552375	0.145229804237343	0.120695674660581
MET	chr7	116312458	116438440	786.076669354839	237.107426026234	-0.0300720790751859	0.127368635191041
MIOS	chr7	7606615	7647110	758.698846153846	284.365051110458	0.001220112581139	0.25326309659287
MITF	chr3	69788585	70017488	693.509588235294	184.59716130451	-0.0471348073250931	0.109610351005947
MLH1	chr3	37034840	37092337	983.119712138728	284.688208731339	0.0212023065702936	0.154866202538797
MLH3	chr14	75480466	75518235	893.440486607143	220.87997914064	-0.00680896887148346	0.131131381281115
MPL	chr1	43803474	43820135	564.992476190476	272.189092513103	0.0542005203807891	0.150243396389999
MRE11A	chr11	94150468	94227040	538.177806818182	170.383835406325	-0.175105575592468	0.164073415130432
MSH2	chr2	47630205	47710367	778.68493156733	292.783232803309	-0.0626513366102503	0.198470680551484
MSH6	chr2	48010220	48034092	1012.84103644647	424.948716807934	-0.0204295526309912	0.134326684881546
MTAP	chr9	21802634	21865969	675.120896296297	274.994763927264	-0.00425186046413527	0.218912918573156
MTHFR	chr1	11845786	11866160	628.447875	72.362104750065	0.00805873751382966	0.109080219458151
MUTYH	chr1	45794913	45806142	655.781337837838	188.977854828983	0.130997099997842	0.144375594565062
MYC	chr8	128748314	128753680	784.290108108108	261.896324380757	0.0463992790719064	0.114169040546289
MYCN	chr2	16080682	16087129	509.521470588235	308.678207216649	0.205264135546834	0.141855911815557
NBN	chr8	90945563	90996899	594.508376811594	203.320493437538	-0.123179802655151	0.182781823447922
NF1	chr17	29421944	29704695	646.918476190476	206.495253867627	-0.0590704660003854	0.135763378386182
NF2	chr22	29999544	30094589	684.299619047619	252.101911907519	-0.0321284950189934	0.132141521979801
NKX2-1	chr14	36985603	36989430	211.314806451613	117.903728597207	0.182067183491569	0.317452228423894
NOTCH1	chr9	139388895	139440238	339.623884444444	173.010183308138	0.131942381693919	0.229879621101308
NOTCH2	chr1	120454175	120612317	691.510224770642	230.390042669765	0.0744026163172379	0.171817113762814
NPM1	chr5	170814707	170837888	550.684679245283	151.923364731035	-0.0602101334852235	0.128337725312202
NPRL2	chr3	50384918	50388486	761.841305084746	127.799959725764	0.183821871987961	0.122676448024068
NPRL3	chr16	135803	188697	487.97736	230.813017599507	0.0929398030057183	0.196279926029381
NQO1	chr16	69743303	69760571	590.58325	54.8403487287189	-0.0703623458210148	0.0159699567808992
NRAS	chr1	115247084	115259515	756.505058333333	183.107474295303	-0.0395718857613842	0.144460161723032
NRP2	chr2	206547223	206662857	532.10425	53.5633549984269	-0.0206875915858165	0.0152139949687397
NTRK1	chr1	156785541	156851642	692.698347826087	326.866833354002	0.128897512577434	0.147902797045435
PAK1	chr11	77033059	77185108	708.280778761062	296.039280972869	-0.0733215006404585	0.175085784311651
PALB2	chr16	23614482	23652678	830.560520325204	270.52451083027	-0.0100647306623824	0.149566475015241
PAX5	chr9	36833271	37034476	479.632760869565	184.879519911374	0.0134521711613672	0.206837822094801
PBRM1	chr3	52579367	52719866	677.800838509317	207.43676684155	-0.0878153571607092	0.140436452562936
PDGFRA	chr4	55095263	55164412	766.77767826087	158.823618864151	-0.00598612562677087	0.0981168221186039
PDGFRB	chr5	149493401	149535422	528.993035087719	175.412999177326	0.0839710066606567	0.114646884816888
PHF6	chrX	133507341	133562822	719.410970588235	218.297990780578	-0.00512707806353711	0.138906841565528
PIK3CA	chr3	178866310	178952497	577.046301886793	162.639568809706	-0.0907256096907898	0.148533385621118
PIK3R1	chr5	67511583	67597649	823.304470899471	287.476066100611	-0.0301375290248673	0.165898858936379
PLK1	chr16	23690200	23701688	706.637376811594	168.787555438748	0.101485266503141	0.138888478415796
PLK2	chr5	57749809	57755966	740.353769230769	205.398654585944	0.0200068737237635	0.170509533648258
PLK3	chr1	45266035	45271667	568.262771084337	195.94000282797	0.151610906925006	0.178006058982195
PLK4	chr4	128802015	128820377	680.595272	266.921144119214	-0.112306765999755	0.182956215058197
PML	chr15	74287013	74340155	739.476476027397	352.154676847312	0.0312863163231847	0.19874179379269
PMS2	chr7	6012869	6048737	580.440213483146	270.920648541953	-0.0467612014624122	0.281465061482482
POLD1	chr19	50887579	50921275	491.041158730159	215.271029682422	0.168113199918613	0.159414619613645
POLE	chr12	133200347	133264110	644.66159469697	177.085076898892	0.061007372813077	0.145082903293422
PRPF40B	chr12	50017196	50038452	545.319355371901	183.289245648811	0.111239430734604	0.157428843379378
PTCH1	chr9	98205263	98279247	662.595651851852	221.993565902335	0.0195534091810357	0.134806362259014
PTEN	chr10	89623194	89728532	551.059756097561	200.889747973649	-0.0882296408504497	0.11753345674903
PTPN11	chr12	112856535	112947717	668.146459459459	228.62289062495	0.0101961710073671	0.154366128830345
PTPRD	chr9	8314245	10612723	685.34944059406	229.342841916908	-0.0692007235145573	0.158888337699548
RAD51C	chr17	56769933	56811703	600.914037735849	155.439932340676	-0.0657786895918749	0.153464568665826
RAD51D	chr17	33426810	33446888	788.121440476191	290.154421087673	0.0583656333332641	0.14163484928617
RAF1	chr3	12625099	12705700	707.694109756098	168.460636739371	-0.0426333944566784	0.152511623382554
RARA	chr17	38465422	38513895	658.810417748918	363.043086137415	0.135791073173767	0.175884950660769
RB1	chr13	48877882	49056026	465.1746171875	249.320561805546	-0.21112058708514	0.260992609120114
RET	chr10	43572516	43625797	585.915	257.577808365592	0.139570423215096	0.145086951346453
RICTOR	chr5	38938022	39074510	511.342029850746	279.362969820081	-0.221969906541314	0.2664202630304
ROS1	chr6	117609529	117747018	625.163074303405	290.354746592145	-0.0537436384783074	0.193138898055253
RPS14	chr5	149823791	149829319	580.395388888889	174.719059937228	-0.0920680948256056	0.0654477601967243
RUNX1	chr21	36160097	36421595	465.007125	292.155882410659	-0.0321692411937389	0.161167369475434
SF1	chr11	64532075	64546316	565.368111111111	384.335890297492	0.0162531467003354	0.166735706165661
SF3B1	chr2	198256697	198299771	561.852244274809	148.030862119212	-0.20682923639806	0.170260918897825
SHH	chr7	155595557	155604967	520.983813953488	384.149397039519	0.18381082686969	0.277978857050451
SLC19A1	chr21	46934628	46962385	155.66875	18.0392769169804	-0.570097962845936	0.0284793998390282
SLC22A2	chr6	160637793	160679963	658.8665	87.0028961285198	0.0442136264901883	0.0270812769499678
SLCO1B3	chr12	20963637	21069843	569.86425	50.9218438362899	-0.0318686019402497	0.0661992247914143
SMAD2	chr18	45359465	45457517	683.768960784314	214.040285220088	-0.1028404675961	0.12440564276473
SMAD3	chr15	67358194	67487533	584.21516	199.980865549618	0.0762384858707789	0.172235993692443
SMAD4	chr18	48556582	48611411	692.583288461538	195.647857482159	-0.0126511895121367	0.152229697885842
SMARCA4	chr19	11071597	11172958	499.813438202247	194.739227211383	0.0225053310755243	0.133331466065341
SMARCB1	chr22	24129149	24176705	689.576914893617	250.144129175334	0.0455820603575693	0.137121021818053
SMO	chr7	128828712	128853385	502.697623188406	234.871737511898	0.058979657853308	0.139943473842894
SOD2	chr6	160100148	160114353	190.5895	12.0899529672369	-0.00331765553789531	0.0955993879563206
SPOP	chr17	47676245	47755525	703.385468085106	155.102699006223	-0.0437877290656317	0.160706154697261
SPRY4	chr5	141689991	141704620	522.301222222222	130.778796995745	0.186133444614951	0.180349340071034
SRC	chr20	35973087	36033835	422.922413793103	242.076852298734	0.0767370537052505	0.11905643022243
SRSF2	chr17	74730196	74733493	641.5338125	390.378003556044	0.163767950487635	0.115745731025869
STK11	chr19	1205797	1228434	393.376478260869	188.092380270017	0.0858131788086416	0.155240967151181
SUFU	chr10	104263718	104393214	773.301098684211	239.649526257994	0.10474496343529	0.152969602507569
SULT1A1	chr16	28616907	28634907	368.766	46.4990426460589	0.0898886782732455	0.112411928559888
SUZ12	chr17	30264043	30328057	411.104307692308	204.949666448788	-0.144761099133199	0.23214441072012
TACC3	chr4	1723216	1746905	574.301262626263	202.663934384921	0.113565045916722	0.14546855773199
TACSTD2	chr1	59041094	59043166	784.329471698113	238.003365954524	0.19325452145208	0.16979237773572
TET2	chr4	106067031	106200960	987.743211180125	219.240849445864	0.0203316260289303	0.093445310036306
TFG	chr3	100428133	100467811	781.254	199.422195451856	-0.0280975135450244	0.154405362052612
TGFBR2	chr3	30647993	30735633	666.008788461539	231.337216247137	0.0224745982982777	0.140240468620736
TMPRSS2	chr21	42836477	42880085	840.430815461346	329.842881323036	0.0421884041667766	0.177567892380235
TP53	chr17	7571719	7590868	544.089145454545	232.700449196771	-0.0135908990843632	0.240790481549777
TPMT	chr6	18128544	18155374	533.289785714286	110.924157029012	-0.199564026488068	0.133757513501953
TRRAP	chr7	98476112	98610866	688.0275234375	225.816082794611	0.0135306281655042	0.139858353625715
TSC1	chr9	135766734	135820020	692.755128205128	165.974649751693	0.0313428552327359	0.135797589175586
TSC2	chr16	2097989	2138713	479.33923853211	219.816447405824	0.140234307024479	0.14785134616926
TYMS	chr18	657603	673499	196.235375	177.440890743183	-0.565978827266418	0.238579720746858
TYR	chr11	88911039	89028927	872.086875	293.133674473114	-0.00993642764970787	0.167082427800261
U2AF1	chr21	44513065	44527688	690.591023809524	228.987933121406	-0.0396596259517263	0.154371992414483
U2AF2	chr19	56165415	56186082	410.792241935484	172.92821696884	0.0407828819662937	0.140732853505091
UGT1A1	chr2	234668918	234681945	787.036363636364	235.795992889182	-0.0723323125034328	0.0859106542074674
UMPS	chr3	124449212	124468119	787.248	53.3633074452849	-0.00836651230116848	0.0470521273281097
VHL	chr3	10183318	10195354	574.927444444444	392.963620370501	-0.0359242580012693	0.125462685655319
WT1	chr11	32409321	32457081	499.348075757576	287.26893198689	0.0433504541475445	0.157334357865698
ZBTB16	chr11	113930430	114121397	598.110863013699	197.560447038598	0.0735347475959621	0.149483306818423
ZRSR2	chrX	15808573	15841382	681.186155172414	165.175576626061	-0.0372746914907108	0.126562048615752

