25	NM_004333	7	-	140433812	140624564	140434396	140624503	18	140433812,140439611,140449086,140453074,140453986,140476711,140477790,140481375,140482820,140487347,140494107,140500161,140501211,140507759,140508691,140534408,140549910,140624365,	140434570,140439746,140449218,140453193,140454033,140476888,140477875,140481493,140482957,140487384,140494267,140500281,140501360,140507862,140508795,140534672,140550012,140624564,	0	BRAF	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
156	NM_001007097	9	+	87284594	87430623	87285663	87425494	13	87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87425456,	87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430623,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,
156	NM_001018064	9	+	87285291	87641985	87285663	87636352	17	87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87482157,87549076,87563376,87570197,87635120,87636166,	87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87482346,87549207,87563549,87570432,87635279,87641985,	0	NTRK2	cmpl	cmpl	0,2,2,2,2,1,0,1,1,1,0,1,1,0,2,0,0,
156	NM_001018065	9	+	87284594	87492813	87285663	87486732	15	87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87475954,87482157,87486703,	87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87476002,87482346,87492813,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,1,1,
156	NM_001018066	9	+	87284594	87492813	87285663	87486732	14	87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342568,87356806,87359887,87366900,87482157,87486703,	87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87482346,87492813,	0	NTRK2	cmpl	cmpl	-1,0,2,2,2,2,1,0,1,1,1,0,1,1,
156	NM_001291937	9	+	87283372	87430623	87285663	87425494	15	87283372,87284216,87284594,87285291,87317073,87317262,87322758,87325551,87338487,87339138,87342607,87356806,87359887,87366900,87425456,	87283700,87284338,87284803,87285875,87317148,87317334,87322827,87325706,87338624,87339271,87342874,87356842,87359988,87367000,87430623,	0	NTRK2	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,
147	NM_001301186	15	-	77905365	78113242	77906385	77908230	6	77905365,77969430,77983061,78027333,78088280,78113184,	77908242,77969516,77983243,78027395,78088395,78113242,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,-1,-1,
147	NM_001301187	15	-	77905365	78112674	77906385	77908230	6	77905365,77969430,77983061,78027333,78088280,78112599,	77908242,77969516,77983243,78027395,78088395,78112674,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,-1,-1,
147	NM_001301189	15	-	77905365	78112444	77906385	77908230	6	77905365,77969430,77983061,78027333,78088280,78112375,	77908242,77969516,77983243,78027395,78088395,78112444,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,-1,-1,
147	NM_001301191	15	-	77905365	78111866	77906385	77908230	6	77905365,77969430,77983061,78027333,78088280,78111612,	77908242,77969516,77983243,78027395,78088395,78111866,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,-1,-1,
147	NM_001301192	15	-	77905365	78111866	77906385	77908230	5	77905365,77969430,77983061,78088280,78111612,	77908242,77969516,77983243,78088395,78111866,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,-1,
147	NM_001301194	15	-	77905365	78111866	77906385	77908230	4	77905365,77969430,78088280,78111612,	77908242,77969516,78088395,78111866,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,
147	NM_001301195	15	-	77905365	78079356	77906385	77908230	4	77905365,77983061,78027333,78079210,	77908242,77983243,78027395,78079356,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,
147	NM_001301197	15	-	77905365	78013093	77906385	77908230	4	77905365,77969430,77983061,78012958,	77908242,77969516,77983243,78013093,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,
147	NM_001301198	15	-	77905365	77999849	77906385	77908230	3	77905365,77969430,77999735,	77908242,77969516,77999849,	0	LINGO1	cmpl	cmpl	0,-1,-1,
147	NM_001301199	15	-	77905365	77988837	77906385	77908230	4	77905365,77969430,77983061,77988732,	77908242,77969516,77983243,77988837,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,
147	NM_001301200	15	-	77905365	77988490	77906385	77908230	4	77905365,77969430,77983061,77988312,	77908242,77969516,77983243,77988490,	0	LINGO1	cmpl	cmpl	0,-1,-1,-1,
