Position	Probe	MeanCoverage
2:25467106-25467280	DNMT3A+DNMT3A+DNMT3A_UserDefined_(32935754)_52950469.1	9146
2:25467352-25467524	DNMT3A+DNMT3A+DNMT3A_UserDefined_(32935754)_52950470.1	7156
2:25466624-25466794	DNMT3A+DNMT3A+DNMT3A_UserDefined_(32935754)_52950471.1	2349
2:25466834-25467003	DNMT3A+DNMT3A+DNMT3A_UserDefined_(32935754)_52950472.1	10766
2:25467020-25467189	DNMT3A+DNMT3A+DNMT3A_UserDefined_(32935754)_52950473.1	13163
2:25467216-25467401	DNMT3A+DNMT3A+DNMT3A_UserDefined_(32935754)_52950474.1	3672
2:25467470-25467646	DNMT3A+DNMT3A+DNMT3A_UserDefined_(32935754)_52950475.1	6171
2:25463258-25463447	DNMT3A+DNMT3A_UserDefined_(33369625)_52950463.1	2288
2:25463530-25463712	DNMT3A+DNMT3A_UserDefined_(33369625)_52950464.1	3267
2:25463126-25463306	DNMT3A+DNMT3A_UserDefined_(33369625)_52950465.1	2015
2:25463396-25463582	DNMT3A+DNMT3A_UserDefined_(33369625)_52950466.1	4330
2:25505341-25505526	DNMT3A+DNMT3A_UserDefined_(33381742)_52950479.1	3720
2:25505215-25505392	DNMT3A+DNMT3A_UserDefined_(33381742)_52950480.1	6371
2:25505473-25505643	DNMT3A+DNMT3A_UserDefined_(33381742)_52950481.1	1686
2:25468962-25469143	DNMT3A+DNMT3A_UserDefined_(33446056)_52950476.1	3452
2:25468844-25469015	DNMT3A+DNMT3A_UserDefined_(33446056)_52950477.1	3245
2:25469092-25469278	DNMT3A+DNMT3A_UserDefined_(33446056)_52950478.1	6611
2:25498326-25498514	DNMT3A_Cds_16893691_UserDefined_(33381743)_52950493.1	3097
2:25523099-25523286	DNMT3A_Cds_16893882_UserDefined_(33446057)_52950494.1	2168
2:25522963-25523151	DNMT3A_Cds_16893882_UserDefined_(33446057)_52950495.1	893
2:25469582-25469765	DNMT3A_Cds_16894803_UserDefined_(33381744)_52950484.1	3095
2:25469450-25469629	DNMT3A_Cds_16894803_UserDefined_(33381744)_52950485.1	3186
2:25464524-25464712	DNMT3A_Cds_16895092_UserDefined_(33446058)_52950482.1	3896
2:25464390-25464573	DNMT3A_Cds_16895092_UserDefined_(33446058)_52950483.1	4268
2:25474956-25475145	DNMT3A_Cds_16896553_UserDefined_(33381745)_52950490.1	1026
2:25470999-25471168	DNMT3A_Cds_16896581_UserDefined_(33446059)_52950487.1	2259
2:25470863-25471051	DNMT3A_Cds_16896581_UserDefined_(33446059)_52950488.1	1950
2:25458669-25458844	DNMT3A_Cds_16896618_UserDefined_(33381746)_52950846.1	3682
2:25458535-25458724	DNMT3A_Cds_16896618_UserDefined_(33381746)_52950847.1	3787
2:25472485-25472667	DNMT3A_Cds_16896766_UserDefined_(33446060)_52950489.1	6869
2:25457226-25457397	DNMT3A_Cds_16896784_UserDefined_(33381747)_52950844.1	3660
2:25457106-25457280	DNMT3A_Cds_16896784_UserDefined_(33381747)_52950845.1	3075
2:25469881-25470069	DNMT3A_Cds_16896970_UserDefined_(33446061)_52950486.1	1356
2:25468083-25468265	DNMT3A_Cds_16897364_UserDefined_(33381748)_52950849.1	2894
2:25497891-25498061	DNMT3A_Cds_16897557_UserDefined_(33446062)_52950491.1	1460
2:25497767-25497940	DNMT3A_Cds_16897557_UserDefined_(33446062)_52950492.1	1707
2:25461954-25462132	DNMT3A_Cds_16897605_UserDefined_(33381749)_52950848.1	6275
2:25470553-25470741	DNMT3A_Cds_16898674_UserDefined_(33446063)_52950560.1	1143
2:25470417-25470606	DNMT3A_Cds_16898674_UserDefined_(33446063)_52950561.1	3148
2:67048989-67049485	DNMT3A_Cds_16898674_UserDefined_(33446063)_52950561.DNMT3A+DNMT3A_UserDefined_(33446056)_52950478.2	2
2:25459754-25459926	DNMT3A_Cds_16898714_UserDefined_(33381750)_52950895.1	6739
2:25536741-25536930	DNMT3A_Cds_16899566_UserDefined_(33446064)_52950562.1	1718
7:148511148-148511330	EZH2__Exon_15_Cds_17070625_UserDefined_(33127344)_52950517.1	1613
7:148511016-148511195	EZH2__Exon_15_Cds_17070625_UserDefined_(33127344)_52950518.1	3962
7:148508684-148508867	EZH2__Exon_16_Cds_17068617_UserDefined_(33381769)_52950871.1	4781
7:148507390-148507566	EZH2__Exon_17_Cds_17069309_UserDefined_(33127346)_52950516.1	3223
7:148506250-148506432	EZH2__Exon_19+EZH2__Exon_18_UserDefined_(33381770)_52950850.1	2395
7:148506128-148506297	EZH2__Exon_19+EZH2__Exon_18_UserDefined_(33381770)_52950851.1	3551
7:148506378-148506565	EZH2__Exon_19+EZH2__Exon_18_UserDefined_(33381770)_52950852.1	1785
7:148504690-148504864	EZH2__Exon_20_Cds_17070741_UserDefined_(33127348)_52950566.1	337
4:153332497-153332670	FBXW7+FBXW7_UserDefined_(33381771)_52950555.1	5997
4:153332731-153332902	FBXW7+FBXW7_UserDefined_(33381771)_52950556.1	7983
4:153332379-153332553	FBXW7+FBXW7_UserDefined_(33381771)_52950557.1	1533
4:153332615-153332784	FBXW7+FBXW7_UserDefined_(33381771)_52950558.1	7895
4:153332849-153333031	FBXW7+FBXW7_UserDefined_(33381771)_52950559.1	5930
4:153249447-153249635	FBXW7_Cds_16997179_UserDefined_(33446076)_52951161.1	1626
4:153249315-153249503	FBXW7_Cds_16997179_UserDefined_(33446076)_52951162.1	2847
4:153253825-153254009	FBXW7_Cds_16997296_UserDefined_(33381772)_52950521.1	926
4:153253699-153253879	FBXW7_Cds_16997296_UserDefined_(33381772)_52950522.1	606
4:153244115-153244288	FBXW7_Cds_16997876_UserDefined_(33446077)_52951180.1	2300
4:153243991-153244160	FBXW7_Cds_16997876_UserDefined_(33446077)_52951181.1	2824
4:153244235-153244415	FBXW7_Cds_16997876_UserDefined_(33446077)_52951182.1	1607
4:153273713-153273897	FBXW7_Cds_16998341_UserDefined_(33381773)_52950527.1	3361
4:153273579-153273766	FBXW7_Cds_16998341_UserDefined_(33381773)_52950528.1	1766
4:153273843-153274029	FBXW7_Cds_16998341_UserDefined_(33381773)_52950529.1	3044
4:153268161-153268337	FBXW7_Cds_16998753_UserDefined_(33446078)_52951165.1	2055
4:153268037-153268214	FBXW7_Cds_16998753_UserDefined_(33446078)_52951166.1	3297
4:153251971-153252151	FBXW7_Cds_16999053_UserDefined_(33381774)_52950519.1	2306
4:153251839-153252028	FBXW7_Cds_16999053_UserDefined_(33381774)_52950520.1	2937
4:153245425-153245607	FBXW7_Cds_17000028_UserDefined_(33446079)_52951156.1	1322
4:153245289-153245478	FBXW7_Cds_17000028_UserDefined_(33446079)_52951157.1	2259
4:153271193-153271362	FBXW7_Cds_17000856_UserDefined_(33089830)_52950525.1	4042
4:153271067-153271247	FBXW7_Cds_17000856_UserDefined_(33089830)_52950526.1	2902
4:153247241-153247413	FBXW7_Cds_17001128_UserDefined_(33446080)_52951158.1	11364
4:153247115-153247293	FBXW7_Cds_17001128_UserDefined_(33446080)_52951159.1	6382
4:153247359-153247531	FBXW7_Cds_17001128_UserDefined_(33446080)_52951160.1	5452
4:153259029-153259199	FBXW7_Cds_17001254_UserDefined_(33089832)_52950523.1	3558
4:153258909-153259083	FBXW7_Cds_17001254_UserDefined_(33089832)_52950524.1	5054
4:153250903-153251092	FBXW7_Cds_17001547_UserDefined_(33446081)_52951163.1	1205
4:153250777-153250957	FBXW7_Cds_17001547_UserDefined_(33446081)_52951164.1	933
4:153303396-153303565	FBXW7_Cds_17002044_UserDefined_(33089834)_52950530.1	3672
4:153303284-153303453	FBXW7_Cds_17002044_UserDefined_(33089834)_52950531.1	3301
8:38275487-38275676	FGFR1_Exon_11_Cds_17077702_UserDefined_(33446082)_52951175.1	1172
8:38275355-38275540	FGFR1_Exon_11_Cds_17077702_UserDefined_(33446082)_52951176.1	1902
8:38274795-38274975	FGFR1_Exon_12_Cds_17079116_UserDefined_(33445938)_52950543.1	1968
8:38273481-38273652	FGFR1_Exon_13_Cds_17074361_UserDefined_(33446083)_52951173.1	1845
8:38273355-38273530	FGFR1_Exon_13_Cds_17074361_UserDefined_(33446083)_52951174.1	2054
8:38272168-38272337	FGFR1_Exon_15+FGFR1_Exon_14_UserDefined_(33445939)_52950512.1	2827
8:38272044-38272217	FGFR1_Exon_15+FGFR1_Exon_14_UserDefined_(33445939)_52950513.1	1978
8:38272284-38272470	FGFR1_Exon_15+FGFR1_Exon_14_UserDefined_(33445939)_52950514.1	2377
8:38271415-38271603	FGFR1_Exon_18+FGFR1_Exon_17+FGFR1_Exon_16_UserDefined_(33446084)_52950300.1	1368
8:38271671-38271846	FGFR1_Exon_18+FGFR1_Exon_17+FGFR1_Exon_16_UserDefined_(33446084)_52950301.1	2536
8:38271277-38271464	FGFR1_Exon_18+FGFR1_Exon_17+FGFR1_Exon_16_UserDefined_(33446084)_52950302.1	1589
8:38271551-38271725	FGFR1_Exon_18+FGFR1_Exon_17+FGFR1_Exon_16_UserDefined_(33446084)_52950303.1	2364
8:38285831-38286006	FGFR1_Exon_4+FGFR1_Exon_4_UserDefined_(33445940)_52950515.1	1465
13:28610039-28610215	FLT3__Exon_11_Cds_16771042_UserDefined_(33446094)_52950263.1	1948
13:28608111-28608294	FLT3__Exon_15+FLT3__Exon_14_UserDefined_(33446095)_52950853.1	2640
13:28607989-28608165	FLT3__Exon_15+FLT3__Exon_14_UserDefined_(33446095)_52950854.1	1134
13:28608239-28608409	FLT3__Exon_15+FLT3__Exon_14_UserDefined_(33446095)_52950855.1	2186
13:28602400-28602571	FLT3__Exon_16_Cds_16770758_UserDefined_(33089858)_52950273.1	4642
13:28602282-28602456	FLT3__Exon_16_Cds_16770758_UserDefined_(33089858)_52950274.1	2688
13:28601322-28601504	FLT3__Exon_17_Cds_16769202_UserDefined_(33089859)_52950875.1	4261
13:28601190-28601379	FLT3__Exon_17_Cds_16769202_UserDefined_(33089859)_52950876.1	7640
13:28598955-28599135	FLT3__Exon_18_Cds_16770619_UserDefined_(33089860)_52950268.1	1362
13:28597482-28597664	FLT3__Exon_19_Cds_16773285_UserDefined_(33089861)_52950873.1	5279
13:28597366-28597536	FLT3__Exon_19_Cds_16773285_UserDefined_(33089861)_52950874.1	4769
13:28592691-28592876	FLT3__Exon_20_Cds_16770538_UserDefined_(33089862)_52950264.1	5671
13:28592567-28592745	FLT3__Exon_20_Cds_16770538_UserDefined_(33089862)_52950265.1	3381
13:28589822-28589994	FLT3__Exon_21_Cds_16770190_UserDefined_(33089863)_52950877.1	2177
13:28589694-28589877	FLT3__Exon_21_Cds_16770190_UserDefined_(33089863)_52950878.1	2807
13:28589259-28589429	FLT3__Exon_22_Cds_16772090_UserDefined_(33089864)_52950283.1	2193
13:28588556-28588744	FLT3__Exon_23_Cds_16772363_UserDefined_(33089865)_52950872.1	2238
X:48649616-48649801	GATA1_Exon_2_Cds_17112074_UserDefined_(33089866)_52951177.1	3602
X:48649484-48649667	GATA1_Exon_2_Cds_17112074_UserDefined_(33089866)_52951178.1	2914
X:48650364-48650550	GATA1_Exon_3_Cds_17108841_UserDefined_(33089867)_52950889.1	3779
X:48650222-48650411	GATA1_Exon_3_Cds_17108841_UserDefined_(33089867)_52950890.1	1777
X:48650496-48650685	GATA1_Exon_3_Cds_17108841_UserDefined_(33089867)_52950891.1	3814
3:128204655-128204826	GATA2_Exon_3_Cds_16978497_UserDefined_(33089868)_52950317.1	2259
3:128204897-128205074	GATA2_Exon_3_Cds_16978497_UserDefined_(33089868)_52950318.1	4116
3:128205143-128205312	GATA2_Exon_3_Cds_16978497_UserDefined_(33089868)_52950319.1	3692
3:128204531-128204700	GATA2_Exon_3_Cds_16978497_UserDefined_(33089868)_52950320.1	874
3:128204777-128204947	GATA2_Exon_3_Cds_16978497_UserDefined_(33089868)_52950321.1	4418
3:128205023-128205193	GATA2_Exon_3_Cds_16978497_UserDefined_(33089868)_52950322.1	2046
3:128202802-128202985	GATA2_Exon_4_Cds_16979148_UserDefined_(33089869)_52951154.1	2379
3:128202666-128202851	GATA2_Exon_4_Cds_16979148_UserDefined_(33089869)_52951155.1	2011
3:128200739-128200917	GATA2_Exon_5+GATA2_Exon_5_UserDefined_(33089870)_52950257.1	1046
3:128200617-128200789	GATA2_Exon_5+GATA2_Exon_5_UserDefined_(33089870)_52950258.1	332
3:128200126-128200302	GATA2_Exon_6_Cds_16973569_UserDefined_(33089871)_52951179.1	3344
11:534174-534359	HRAS_Exon_2_FiveUtrExon_16721451_UserDefined_(33381805)_52951143.1	2269
11:533867-534038	HRAS_Exon_3_Cds_16718507_UserDefined_(33089878)_52950277.1	3653
11:533735-533920	HRAS_Exon_3_Cds_16718507_UserDefined_(33089878)_52950278.1	4372
2:209113072-209113257	IDH1_Exon_4_Cds_16926475_UserDefined_(33381806)_52950323.1	2910
15:90631924-90632094	IDH2_Exon_4_Cds_16805122_UserDefined_(33089880)_52950287.1	4394
15:90631790-90631976	IDH2_Exon_4_Cds_16805122_UserDefined_(33089880)_52950288.1	1963
9:5069962-5070132	JAK2__Exon_12_Cds_17087712_UserDefined_(33089888)_52950909.1	4404
9:5069844-5070014	JAK2__Exon_12_Cds_17087712_UserDefined_(33089888)_52950910.1	2778
9:5073657-5073831	JAK2__Exon_14_Cds_17088454_UserDefined_(33446098)_52950911.1	706
9:5078377-5078553	JAK2__Exon_16_Cds_17089173_UserDefined_(33445965)_52950943.1	2399
9:5078259-5078431	JAK2__Exon_16_Cds_17089173_UserDefined_(33445965)_52950944.1	1319
4:55593463-55593639	KIT_Exon_10+KIT_Exon_11_UserDefined_(33370061)_52950419.1	2485
4:55593717-55593903	KIT_Exon_10+KIT_Exon_11_UserDefined_(33370061)_52950420.1	3085
4:55593351-55593522	KIT_Exon_10+KIT_Exon_11_UserDefined_(33370061)_52950421.1	2820
4:55593583-55593771	KIT_Exon_10+KIT_Exon_11_UserDefined_(33370061)_52950422.1	2121
4:55594082-55594260	KIT_Exon_12+KIT_Exon_13_UserDefined_(33446101)_52950416.1	1811
4:55593956-55594135	KIT_Exon_12+KIT_Exon_13_UserDefined_(33446101)_52950417.1	1250
4:55594206-55594384	KIT_Exon_12+KIT_Exon_13_UserDefined_(33446101)_52950418.1	3593
4:55595598-55595770	KIT_Exon_14_Cds_16994359_UserDefined_(33370062)_52950917.1	898
4:55595468-55595652	KIT_Exon_14_Cds_16994359_UserDefined_(33370062)_52950918.1	2085
4:55597459-55597631	KIT_Exon_15_Cds_16994606_UserDefined_(33446102)_52950945.1	2005
4:55598122-55598308	KIT_Exon_16_Cds_16992138_UserDefined_(33370064)_52950946.1	2682
4:55598002-55598174	KIT_Exon_16_Cds_16992138_UserDefined_(33370064)_52950947.1	3183
4:55599319-55599503	KIT_Exon_17_Cds_16995847_UserDefined_(33446103)_52950913.1	2931
4:55599203-55599376	KIT_Exon_17_Cds_16995847_UserDefined_(33446103)_52950914.1	3398
4:55602631-55602811	KIT_Exon_18_Cds_16991377_UserDefined_(33370066)_52950938.1	817
4:55589715-55589903	KIT_Exon_8_Cds_16992415_UserDefined_(33446104)_52950912.1	1896
4:55592106-55592280	KIT_Exon_9+KIT_Exon_9_UserDefined_(33370067)_52950324.1	2765
4:55591990-55592159	KIT_Exon_9+KIT_Exon_9_UserDefined_(33370067)_52950325.1	6364
12:25362805-25362975	KRAS_Cds_16746132_UserDefined_(33432334)_52950987.1	1388
12:25362685-25362862	KRAS_Cds_16746132_UserDefined_(33432334)_52950988.1	1459
12:25368463-25368647	KRAS_Cds_16746135_UserDefined_(33370069)_52950989.1	2588
12:25368343-25368517	KRAS_Cds_16746135_UserDefined_(33370069)_52950990.1	3468
12:25380207-25380389	KRAS_Cds_16746575_UserDefined_(33446105)_52950901.1	3534
12:25380087-25380260	KRAS_Cds_16746575_UserDefined_(33446105)_52950902.1	3156
12:25378637-25378817	KRAS_Cds_16746855_UserDefined_(33370071)_52950915.1	954
12:25378511-25378693	KRAS_Cds_16746855_UserDefined_(33370071)_52950916.1	1152
12:25398243-25398415	KRAS_Cds_16749892_UserDefined_(33446106)_52951232.1	1787
12:25398123-25398296	KRAS_Cds_16749892_UserDefined_(33446106)_52951233.1	3391
15:66727464-66727635	MAP2K2_Exon_2_Cds_16800814_UserDefined_(33370073)_52950993.1	4331
15:66727334-66727518	MAP2K2_Exon_2_Cds_16800814_UserDefined_(33370073)_52950994.1	6180
15:66729167-66729353	MAP2K2_Exon_3_Cds_16803379_UserDefined_(33446107)_52951238.1	3167
15:66729049-66729220	MAP2K2_Exon_3_Cds_16803379_UserDefined_(33446107)_52951239.1	5821
15:66774184-66774373	MAP2K2_Exon_6_Cds_16800933_UserDefined_(33370075)_52950995.1	5982
15:66774058-66774239	MAP2K2_Exon_6_Cds_16800933_UserDefined_(33370075)_52950996.1	4827
11:118362000-118362182	MLL+MLL_UserDefined_(33089933)_52950903.1	3674
11:118361868-118362054	MLL+MLL_UserDefined_(33089933)_52950904.1	3397
11:118390414-118390598	MLL+MLL_UserDefined_(33446120)_52950905.1	5515
11:118390678-118390866	MLL+MLL_UserDefined_(33446120)_52950906.1	7372
11:118390292-118390463	MLL+MLL_UserDefined_(33446120)_52950907.1	8660
11:118390544-118390732	MLL+MLL_UserDefined_(33446120)_52950908.1	3406
11:118365352-118365534	MLL_Cds_16740612_UserDefined_(33089935)_52950925.1	1324
11:118370507-118370688	MLL_Cds_16740890_UserDefined_(33446121)_52950928.1	4171
11:118392090-118392278	MLL_Cds_16740925_UserDefined_(33089937)_52950931.1	4993
11:118391960-118392143	MLL_Cds_16740925_UserDefined_(33089937)_52950932.1	2534
11:118354985-118355165	MLL_Cds_16741074_UserDefined_(33446122)_52951003.1	2549
11:118354851-118355039	MLL_Cds_16741074_UserDefined_(33446122)_52951004.1	2414
11:118370105-118370290	MLL_Cds_16741077_UserDefined_(33089939)_52950926.1	2652
11:118369975-118370159	MLL_Cds_16741077_UserDefined_(33089939)_52950927.1	7882
11:118348761-118348945	MLL_Cds_16741078_UserDefined_(33446123)_52951000.1	7987
11:118348637-118348812	MLL_Cds_16741078_UserDefined_(33446123)_52951001.1	7645
11:118348891-118349065	MLL_Cds_16741078_UserDefined_(33446123)_52951002.1	7656
11:118362548-118362731	MLL_Cds_16741455_UserDefined_(33089941)_52950921.1	5174
11:118362414-118362601	MLL_Cds_16741455_UserDefined_(33089941)_52950922.1	2788
11:118379796-118379984	MLL_Cds_16741474_UserDefined_(33446124)_52950930.1	328
11:118365080-118365260	MLL_Cds_16741594_UserDefined_(33089943)_52950923.1	5374
11:118364956-118365136	MLL_Cds_16741594_UserDefined_(33089943)_52950924.1	2243
11:118360464-118360646	MLL_Cds_16741624_UserDefined_(33446125)_52950920.1	593
11:118339445-118339625	MLL_Cds_16741866_UserDefined_(33089945)_52950919.1	3115
11:118392685-118392866	MLL_Cds_16742097_UserDefined_(33446126)_52951005.1	9089
19:36229256-36229437	MLL_Cds_16742097_UserDefined_(33446126)_52951005.2	168
11:118392567-118392739	MLL_Cds_16742097_UserDefined_(33446126)_52951006.1	3736
11:118392809-118392981	MLL_Cds_16742097_UserDefined_(33446126)_52951007.1	5537
11:118378201-118378383	MLL_Cds_16742248_UserDefined_(33089947)_52950929.1	925
11:118369174-118369348	MLL_Cds_16742694_UserDefined_(33446127)_52951227.1	2952
11:118369040-118369226	MLL_Cds_16742694_UserDefined_(33446127)_52951228.1	1880
11:118371697-118371873	MLL_Cds_16742833_Overcoverage_Cds_16742833_UserDefined_(33446128)_52951010.1	2522
11:118371585-118371754	MLL_Cds_16742833_Overcoverage_Cds_16742833_UserDefined_(33446128)_52951011.1	6875
11:118391458-118391644	MLL_Cds_16743176_UserDefined_(33446129)_52951231.1	1900
11:118307104-118307273	MLL_Cds_16743186_Overcoverage_Cds_16743186_UserDefined_(33381819)_52950584.1	55
11:118307330-118307513	MLL_Cds_16743186_Overcoverage_Cds_16743186_UserDefined_(33381819)_52950585.1	420
11:118307588-118307762	MLL_Cds_16743186_Overcoverage_Cds_16743186_UserDefined_(33381819)_52950586.1	1200
11:118307460-118307637	MLL_Cds_16743186_Overcoverage_Cds_16743186_UserDefined_(33381819)_52950587.1	1747
11:118350826-118351008	MLL_Cds_16743279_UserDefined_(33381820)_52951221.1	731
11:118372462-118372634	MLL_Cds_16743385_UserDefined_(33381821)_52950651.1	1868
11:118372342-118372515	MLL_Cds_16743385_UserDefined_(33381821)_52950652.1	2514
11:118380736-118380922	MLL_Cds_16743609_UserDefined_(33381822)_52951229.1	1405
11:118380620-118380793	MLL_Cds_16743609_UserDefined_(33381822)_52951230.1	2055
11:118363851-118364027	MLL_Cds_16743704_UserDefined_(33381823)_52950645.1	3720
11:118363727-118363905	MLL_Cds_16743704_UserDefined_(33381823)_52950646.1	1102
11:118342348-118342518	MLL_Cds_16743743_UserDefined_(33381824)_52951191.1	3978
11:118342568-118342738	MLL_Cds_16743743_UserDefined_(33381824)_52951192.1	12498
11:118342742-118342911	MLL_Cds_16743743_UserDefined_(33381824)_52951193.1	11694
