Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
25	0	BI427750478_12803	chr1	23111005	23111125	0.436	0.437920172015532	0.045	0.434	120	0.250794754426942	0.999803754508858	gain	489.19	361.085	417.783	421.783	0.32	0.537	4
26	0	BI427750478_12804	chr1	23111045	23111165	0.388	0.375138155381996	0.06	0.417	120	0.359428315953453	0.999803754508858	gain	453.152	345.447	386.975	403.492	0.275	0.486	4
27	0	BI427750478_12805	chr1	23111085	23111205	0.351	0.324124748905171	0.047	0.343	120	0.45698445502523	0.999803754508858	gain	421.97	330.543	360.317	386.058	0.253	0.455	4
28	0	BI427750478_12806	chr1	23111125	23111245	0.38	0.337549674529272	0.09	0.352	120	0.467758791452769	0.999803754508858	gain	397.649	306.756	339.525	358.233	0.253	0.62	3
29	0	BI427750478_12807	chr1	23111165	23111285	0.536	0.471774589879833	0.21	0.481	120	0.350723002485433	0.999803754508858	gain	377.706	264.552	322.475	308.867	0.253	0.945	3
30	0	BI427750478_12808	chr1	23111205	23111325	0.795	0.701884103983557	0.277	0.805	120	0.209697447090344	0.999803754508858	gain	356.836	211.348	304.633	246.633	0.348	1.22	2
31	0	BI427750478_12809	chr1	23111245	23111365	0.993	0.870637724657691	0.172	1.04	120	0.155211483745778	0.999803754508858	gain	332.701	169.194	284	197.325	0.589	1.22	2
32	0	BI427750478_12810	chr1	23111285	23111405	1.078	0.938822455659461	0.061	1.064	120	0.143019228338224	0.999803754508858	gain	317.114	150.23	270.675	175.142	0.956	1.22	2
33	0	BI427750478_12811	chr1	23111325	23111445	1.077	0.933012152520663	0.072	1.054	120	0.150626307582887	0.999803754508858	gain	310.632	147.273	265.133	171.683	0.981	1.281	2
34	0	BI427750478_12812	chr1	23111365	23111485	1.119	0.973149275716608	0.089	1.085	120	0.13572281996481	0.999803754508858	gain	310.953	143.348	265.408	167.092	0.981	1.281	2
35	0	BI427750478_12813	chr1	23111405	23111525	1.201	1.03963925927407	0.097	1.214	120	0.125474740796803	0.999803754508858	gain	295.913	129.462	252.55	150.85	0.981	1.368	2
36	0	BI427750478_12814	chr1	23111445	23111565	1.226	1.02151431473972	0.064	1.217	120	0.174054480320571	0.999803754508858	gain	248.256	106.01	211.808	123.417	1.077	1.368	1
37	0	BI427750478_12815	chr1	23111485	23111605	1.206	0.922427717284066	0.097	1.211	120	0.297459192641012	0.999803754508858	gain	177.586	75.717	151.392	87.983	0.885	1.368	1
38	0	BI427750478_12816	chr1	23189446	23189566	0.508	0.407989000483459	0.072	0.489	120	0.476006742615753	0.999803754508858	gain	324.971	226.836	277.392	264.75	0.397	0.623	2
39	0	BI427750478_12817	chr1	23189486	23189606	0.562	0.493927293946745	0.069	0.584	120	0.335393152244578	0.999803754508858	gain	376.935	254.927	321.817	297.608	0.397	0.683	3
40	0	BI427750478_12818	chr1	23189526	23189646	0.616	0.548828125637453	0.067	0.614	120	0.282864543591741	0.999803754508858	gain	383.486	250.795	327.417	292.775	0.46	0.735	3
41	0	BI427750478_12819	chr1	23189566	23189686	0.714	0.629929654316492	0.118	0.682	120	0.2456944334992	0.999803754508858	gain	365.93	224.478	312.408	261.992	0.495	0.989	3
42	0	BI427750478_12820	chr1	23189606	23189726	0.788	0.676704653957261	0.093	0.804	120	0.254214046967919	0.999803754508858	gain	332.515	193.502	283.842	225.758	0.628	0.989	2
43	0	BI427750478_12821	chr1	23189646	23189766	0.831	0.680057339382304	0.058	0.82	120	0.303486482251027	0.999803754508858	gain	284.839	159.755	243.083	186.283	0.715	0.989	2
44	0	BI427750478_12822	chr1	23191336	23191456	1.026	0.796545368282968	0.118	1.042	120	0.315613726511981	0.999803754508858	gain	212.512	106.152	181.25	123.583	0.775	1.233	1
45	0	BI427750478_12823	chr1	23191376	23191496	0.921	0.760143067582095	0.127	0.921	120	0.261994940133444	0.999803754508858	gain	277.188	149.097	236.542	173.817	0.745	1.187	2
46	0	BI427750478_12824	chr1	23191416	23191536	0.826	0.706976292084668	0.067	0.8	120	0.24405122162762	0.999803754508858	gain	324.912	184.141	277.342	214.808	0.72	0.971	2
47	0	BI427750478_12825	chr1	23191456	23191576	0.761	0.679610085630101	0.05	0.77	120	0.206196581667441	0.999803754508858	gain	375.132	222.027	320.275	259.125	0.641	0.864	3
48	0	BI427750478_12826	chr1	23191496	23191616	0.729	0.6842684982564	0.053	0.709	120	0.144672496617063	0.999803754508858	gain	434.417	263.205	370.958	307.292	0.641	0.864	3
49	0	BI427750478_12827	chr1	23191536	23191656	0.693	0.681138269445211	0.03	0.69	120	0.0945741440460501	0.999803754508858	gain	495.331	306.663	423.033	358.125	0.633	0.779	4
50	0	BI427750478_12828	chr1	23191576	23191696	0.686	0.678753540477753	0.026	0.687	120	0.0886731146344499	0.999803754508858	gain	504.425	313.424	430.808	366.033	0.624	0.742	4
51	0	BI427750478_12829	chr1	23191616	23191736	0.678	0.64116065400125	0.033	0.676	120	0.158220981256508	0.999803754508858	gain	443.96	277.411	379.117	323.908	0.597	0.742	3
52	0	BI427750478_12830	chr1	23208752	23208872	1.083	0.859432002859727	0.125	1.055	120	0.272860294523429	0.999803754508858	gain	222.991	103.73	190.208	120.75	0.844	1.33	1
53	0	BI427750478_12831	chr1	23208792	23208912	1.232	1.04711022153171	0.178	1.264	120	0.144931719841311	0.999803754508858	gain	270.569	114.402	230.883	133.233	0.964	1.567	2
54	0	BI427750478_12832	chr1	23208832	23208952	1.426	1.25309540870608	0.175	1.451	120	0.0726377674106466	0.999803754508858	gain	295.006	110.042	251.775	128.133	1.084	1.707	2
55	0	BI427750478_12833	chr1	23208872	23208992	1.55	1.36552016989993	0.102	1.576	120	0.0570716891810945	0.999803754508858	gain	287.247	98.394	245.142	114.508	1.27	1.707	2
56	0	BI427750478_12834	chr1	23208912	23209032	1.53	1.30749824433949	0.122	1.576	120	0.0945223514326345	0.999803754508858	gain	244.669	83.533	208.742	97.125	1.287	1.707	1
57	0	BI427750478_12835	chr1	23208952	23209072	1.432	1.14056852141154	0.131	1.386	120	0.204360710485143	0.999803754508858	gain	179.974	65.024	153.433	75.475	1.225	1.679	1
58	0	BI427750478_12836	chr1	23219336	23219456	1.185	1.04324425921882	0.307	1.186	120	0.10597682697626	0.999803754508858	gain	316.812	145.449	270.417	169.55	0.599	1.627	2
59	0	BI427750478_12837	chr1	23219376	23219496	0.834	0.729329046131197	0.318	0.803	120	0.209473050236296	0.999803754508858	gain	343.394	197.613	293.142	230.567	0.31	1.348	2
60	0	BI427750478_12838	chr1	23219416	23219536	0.499	0.411823025351688	0.276	0.486	120	0.452714075209195	0.999803754508858	gain	339.621	243.058	289.917	283.725	0.069	1.063	3
61	0	BI427750478_12839	chr1	23219456	23219576	0.213	0.125180447776514	0.222	0.175	120	0.819841174076503	0.999803754508858	gain	312.708	268.385	266.908	313.35	-0.169	0.587	2
62	0	BI427750478_12840	chr1	23221877	23221997	0.341	0.32049450366408	0.057	0.341	120	0.449527965168157	0.999803754508858	gain	430.674	342.448	367.758	399.983	0.232	0.446	4
63	0	BI427750478_12841	chr1	23221917	23222037	0.32	0.334469017433563	0.058	0.305	120	0.349548830153339	0.999803754508858	gain	497.66	399.1	425.025	466.25	0.232	0.505	4
64	0	BI427750478_12842	chr1	23221957	23222077	0.384	0.404843511574297	0.109	0.345	120	0.241242854963825	0.999803754508858	gain	521.084	400.254	445.05	467.6	0.232	0.556	4
65	0	BI427750478_12843	chr1	23221997	23222117	0.489	0.492540769214879	0.126	0.519	120	0.1928658703665	0.999803754508858	gain	498.304	357.836	425.575	417.983	0.236	0.677	4
66	0	BI427750478_12844	chr1	23222037	23222157	0.588	0.549556431661426	0.064	0.573	120	0.229538580948156	0.999803754508858	gain	429.144	287.335	366.45	335.517	0.48	0.688	3
67	0	BI427750478_12845	chr1	23222816	23222936	0.379	0.309540474459735	0.084	0.364	120	0.548065348666405	0.999803754508858	gain	352.576	275.58	300.992	321.767	0.236	0.571	3
68	0	BI427750478_12846	chr1	23222856	23222976	0.331	0.31863889003864	0.038	0.34	120	0.435251315531139	0.999803754508858	gain	445.403	354.894	380.35	414.542	0.236	0.405	4
69	0	BI427750478_12847	chr1	23222896	23223016	0.326	0.325476459870513	0.035	0.336	120	0.399059320742112	0.999803754508858	gain	467.862	373.645	399.55	436.475	0.236	0.389	4
70	0	BI427750478_12848	chr1	23222936	23223056	0.32	0.284596219140409	0.046	0.33	120	0.528651826242179	0.999803754508858	gain	403.605	322.172	344.617	376.267	0.192	0.389	3
71	0	BI427750478_12849	chr1	23232379	23232499	-0.071	-0.118295832255665	0.098	-0.063	120	0.802886101285392	0.999803754508858	loss	340.011	350.064	290.25	408.892	-0.336	0.061	3
72	0	BI427750478_12850	chr1	23232419	23232539	0.012	0.0274106677009613	0.06	0.022	120	0.938584973840423	0.999803754508858	gain	453.474	446.875	387.25	522.133	-0.11	0.133	4
73	0	BI427750478_12851	chr1	23232459	23232579	0.098	0.142115005491497	0.083	0.071	120	0.638484174694499	0.999803754508858	gain	526.25	490.674	449.467	573.367	-0.033	0.281	5
74	0	BI427750478_12852	chr1	23232499	23232619	0.195	0.245544685973546	0.107	0.187	120	0.401327160828011	0.999803754508858	gain	557.55	487.49	476.225	569.642	0.01	0.344	5
75	0	BI427750478_12853	chr1	23232539	23232659	0.296	0.325376723058723	0.077	0.316	120	0.323099481341258	0.999803754508858	gain	525.1	430.197	448.483	502.625	0.12	0.438	5
76	0	BI427750478_12854	chr1	23232579	23232699	0.345	0.322190142283896	0.034	0.341	120	0.451749896714574	0.999803754508858	gain	427.877	337.725	365.367	394.458	0.269	0.438	4
77	0	BI427750478_12855	chr1	23233165	23233285	0.23	0.165342886015491	0.035	0.23	120	0.744020845487307	0.999803754508858	gain	346.211	294.872	295.55	344.333	0.158	0.316	3
78	0	BI427750478_12856	chr1	23233205	23233325	0.238	0.218439744584081	0.03	0.239	120	0.60474222776334	0.999803754508858	gain	419.952	356.276	358.592	416.158	0.178	0.316	4
79	0	BI427750478_12857	chr1	23233245	23233365	0.236	0.248642457392059	0.026	0.241	120	0.490979600522748	0.999803754508858	gain	481.499	408.34	411.208	477.058	0.178	0.282	4
80	0	BI427750478_12858	chr1	23233285	23233405	0.238	0.26549289793557	0.027	0.247	120	0.425099432334773	0.999803754508858	gain	513.023	434.671	438.158	507.858	0.152	0.283	5
81	0	BI427750478_12859	chr1	23233325	23233445	0.203	0.216088724672392	0.059	0.214	120	0.548518424254714	0.999803754508858	gain	478.262	413.263	408.442	482.817	0.072	0.283	4
82	0	BI427750478_12860	chr1	23233365	23233485	0.122	0.08324363058254	0.099	0.138	120	0.855762220390637	0.999803754508858	gain	376.273	339.256	321.25	396.25	-0.077	0.283	3
83	0	BI427750478_12861	chr1	23234412	23234532	-0.061	-0.10414750225948	0.079	-0.066	120	0.823213306097266	0.999803754508858	loss	344.368	357.957	293.975	418.125	-0.184	0.127	3
84	0	BI427750478_12862	chr1	23234452	23234572	0.048	0.0349698255265671	0.165	-0.022	120	0.931971967112543	0.999803754508858	gain	406.773	391.256	347.325	457.075	-0.184	0.324	4
85	0	BI427750478_12863	chr1	23234492	23234612	0.198	0.18762512623828	0.148	0.26	120	0.642860353856771	0.999803754508858	gain	430.645	376.423	367.733	439.725	-0.076	0.425	4
86	0	BI427750478_12864	chr1	23234532	23234652	0.314	0.280026324345913	0.062	0.324	120	0.532865475437218	0.999803754508858	gain	403.81	326.383	344.792	381.192	0.134	0.425	3
87	0	BI427750478_12865	chr1	23234572	23234692	0.358	0.277071542160926	0.044	0.352	120	0.60572275372529	0.999803754508858	gain	335.615	262.714	286.492	306.717	0.27	0.477	3
88	0	BI427750478_12866	chr1	23235428	23235548	0.502	0.384041843726366	0.058	0.504	120	0.525630115839589	0.999803754508858	gain	299.861	211.498	255.925	246.808	0.379	0.695	2
89	0	BI427750478_12867	chr1	23235468	23235588	0.51	0.463057837308127	0.036	0.508	120	0.327849978528534	0.999803754508858	gain	406.013	285.098	346.675	332.9	0.438	0.596	3
90	0	BI427750478_12868	chr1	23235508	23235628	0.481	0.472034146700333	0.059	0.489	120	0.240254350809042	0.999803754508858	gain	472.55	339.356	403.558	396.367	0.347	0.596	4
91	0	BI427750478_12869	chr1	23235548	23235668	0.47	0.470649079747524	0.057	0.458	120	0.220009367272126	0.999803754508858	gain	490.895	354.808	419.242	414.442	0.347	0.587	4
92	0	BI427750478_12870	chr1	23235588	23235708	0.511	0.492338855878579	0.106	0.496	120	0.241467738540108	0.999803754508858	gain	456.252	322.942	389.625	377.167	0.347	0.78	4
93	0	BI427750478_12871	chr1	23235628	23235748	0.599	0.534947783928134	0.099	0.617	120	0.289679666176478	0.999803754508858	gain	385.046	257.684	328.75	300.833	0.405	0.78	3
94	0	BI427750478_12872	chr1	23236850	23236970	0.552	0.352980534074556	0.175	0.545	120	0.634394132521577	0.999803754508858	gain	212.453	150.123	181.2	175.017	0.238	0.859	2
95	0	BI427750478_12873	chr1	23236890	23237010	0.366	0.222674867826398	0.173	0.382	120	0.731125713135794	0.999803754508858	gain	256.445	202.749	218.808	236.575	0.079	0.707	2
96	0	BI427750478_12874	chr1	23236930	23237050	0.225	0.0941607195072333	0.105	0.185	120	0.880603032034723	0.999803754508858	gain	260.938	223.231	222.65	260.533	0.079	0.445	2
97	0	BI427750478_12875	chr1	23236970	23237090	0.151	-0.0124365671161442	0.048	0.148	120	0.985451945976014	0.999803754508858	loss	222.103	199.543	189.45	232.825	0.043	0.265	2
98	0	BI427750478_12876	chr1	23238853	23238973	1.467	1.21370640201137	0.172	1.501	120	0.145637798582438	0.999803754508858	gain	210.397	77.62	179.442	90.208	1.026	1.708	1
99	0	BI427750478_12877	chr1	23238893	23239013	1.226	1.04621760338483	0.377	1.308	120	0.140437770137607	0.999803754508858	gain	269.048	124.354	229.583	144.875	0.535	1.708	2
100	0	BI427750478_12878	chr1	23238933	23239053	0.821	0.704489191783562	0.392	0.789	120	0.242398314930966	0.999803754508858	gain	320.194	194.314	273.308	226.708	0.277	1.515	2
101	0	BI427750478_12879	chr1	23238973	23239093	0.498	0.421166302802585	0.215	0.425	120	0.426039958250415	0.999803754508858	gain	353.6	255.212	301.867	297.942	0.267	1.021	3
102	0	BI427750478_12880	chr1	23239013	23239133	0.383	0.310287828502422	0.068	0.372	120	0.551781299802273	0.999803754508858	gain	350.188	269.361	298.95	314.492	0.267	0.558	3
103	0	BI427750478_12881	chr1	23239053	23239173	0.424	0.314819106434297	0.093	0.391	120	0.593347893160941	0.999803754508858	gain	302.502	228.254	258.183	266.408	0.267	0.613	2
104	0	BI427750478_12882	chr1	23239867	23239987	0.455	0.324652488524935	0.148	0.375	120	0.604058710823332	0.999803754508858	gain	276.788	208.392	236.2	243.175	0.27	0.847	2
105	0	BI427750478_12883	chr1	23239907	23240027	0.349	0.284999130587225	0.049	0.334	120	0.572613101882487	0.999803754508858	gain	359.468	283.402	306.883	330.917	0.27	0.559	3
106	0	BI427750478_12884	chr1	23239947	23240067	0.309	0.270674200693126	0.038	0.316	120	0.553792975172287	0.999803754508858	gain	396.674	320.163	338.692	373.917	0.224	0.403	3
107	0	BI427750478_12885	chr1	23239987	23240107	0.271	0.214179465240525	0.05	0.27	120	0.663143589273438	0.999803754508858	gain	363.162	299.589	310.042	349.85	0.174	0.378	3
108	0	BI427750478_12886	chr1	23240027	23240147	0.281	0.16425676299659	0.065	0.27	120	0.785325137157052	0.999803754508858	gain	280.853	233.148	239.675	272.133	0.174	0.474	2
109	0	BI427750478_12887	chr1	40363021	40363141	-0.107	-0.137870460370111	0.091	-0.147	120	0.755751796128723	0.999803754508858	loss	356.085	383.783	303.992	448.333	-0.222	0.084	3
110	0	BI427750478_12888	chr1	40363061	40363181	0.004	-0.0281600281707579	0.145	0.03	120	0.949614197895436	0.999803754508858	loss	367.003	368.829	313.325	430.842	-0.215	0.259	3
111	0	BI427750478_12889	chr1	40363101	40363221	0.154	0.108710236475333	0.126	0.169	120	0.817146798305735	0.999803754508858	gain	365.999	329.973	312.467	385.392	-0.087	0.324	3
112	0	BI427750478_12890	chr1	40363141	40363261	0.248	0.210318912977109	0.069	0.28	120	0.644599490694372	0.999803754508858	gain	390.494	328.306	333.408	383.442	0.051	0.325	3
113	0	BI427750478_12891	chr1	40363181	40363301	0.276	0.266219992158764	0.03	0.284	120	0.509392749770548	0.999803754508858	gain	442.8	366.307	378.125	427.892	0.176	0.325	4
114	0	BI427750478_12892	chr1	40363221	40363341	0.223	0.250212620321355	0.075	0.249	120	0.452952234831512	0.999803754508858	gain	508.178	438.39	434.017	512.208	0.069	0.325	5
115	0	BI427750478_12893	chr1	40363261	40363381	0.142	0.199783601802295	0.091	0.129	120	0.477748843019899	0.999803754508858	gain	563.535	514.091	481.342	600.758	-0.008	0.296	5
116	0	BI427750478_12894	chr1	40363301	40363421	0.088	0.168367618325445	0.054	0.087	120	0.494748862996687	0.999803754508858	gain	610.86	575.103	521.8	672.125	-0.008	0.188	5
117	0	BI427750478_12895	chr1	40363341	40363461	0.131	0.222800032183816	0.103	0.106	120	0.3305185195688	0.999803754508858	gain	651.108	593.783	556.208	693.975	-0.008	0.364	5
118	0	BI427750478_12896	chr1	40363381	40363501	0.234	0.333005030675892	0.118	0.261	120	0.12637662532376	0.999803754508858	gain	694.037	589.487	592.908	688.95	-0.002	0.381	5
119	0	BI427750478_12897	chr1	40363421	40363541	0.316	0.415220019006828	0.055	0.341	120	0.0562837343378533	0.999803754508858	gain	712.392	572.303	608.6	668.85	0.174	0.381	5
120	0	BI427750478_12898	chr1	40363461	40363581	0.309	0.401625031009564	0.058	0.336	120	0.0777521832807433	0.999803754508858	gain	691.912	557.343	591.092	651.35	0.181	0.381	5
121	0	BI427750478_12899	chr1	40363501	40363621	0.224	0.289992180983238	0.108	0.236	120	0.280583246242323	0.999803754508858	gain	604.046	511.762	515.975	598.033	-0.036	0.378	5
122	0	BI427750478_12900	chr1	40363541	40363661	0.065	0.0820722461674548	0.166	0.108	120	0.815950508423831	0.999803754508858	gain	469.987	436.73	401.367	510.267	-0.239	0.298	4
123	0	BI427750478_12901	chr1	40366459	40366579	0.344	0.118608760317255	0.059	0.349	120	0.880186577721122	0.999803754508858	gain	181.348	142.856	154.608	166.517	0.228	0.487	1
124	0	BI427750478_12902	chr1	40366499	40366619	0.329	0.0865118390394335	0.05	0.336	120	0.915547623013573	0.999803754508858	gain	167.838	133.687	143.058	155.792	0.228	0.45	1
125	0	BI427750478_12903	chr1	40366539	40366659	0.364	0.0538679513993748	0.09	0.344	120	0.953824145036391	0.999803754508858	gain	126.333	99.982	107.575	116.367	0.228	0.583	1
126	0	BI427750478_12904	chr1	40366579	40366699	0.355	-0.051335079339127	0.132	0.371	120	0.962541870163642	0.999803754508858	loss	84.457	66.028	71.775	76.65	-0.045	0.583	1
127	0	BI427750478_12905	chr1	40366619	40366739	0.42	-0.0566917097716115	0.155	0.47	120	0.962696216570511	0.999803754508858	loss	64.123	47.534	54.392	55.017	-0.045	0.696	1
128	0	BI427750478_12906	chr1	40366659	40366779	0.549	0.10925099649057	0.271	0.53	120	0.924288803076739	0.999803754508858	gain	79.31	51.289	67.375	59.408	-0.045	1.027	1
129	0	BI427750478_12907	chr1	40366699	40366819	0.789	0.448335897218095	0.213	0.9	120	0.647973097633048	0.999803754508858	gain	128.058	70.766	109.05	82.192	0.449	1.131	1
130	0	BI427750478_12908	chr1	40366739	40366859	0.995	0.733843957787601	0.162	1.003	120	0.386494165801851	0.999803754508858	gain	186.866	91.704	159.325	106.683	0.569	1.259	1
131	0	BI427750478_12909	chr1	40366779	40366899	1.031	0.808068296336457	0.11	1.013	120	0.301891501011553	0.999803754508858	gain	220.134	107.47	187.767	125.125	0.85	1.259	1
132	0	BI427750478_12910	chr1	40366819	40366939	0.959	0.728270916194512	0.187	0.987	120	0.360185311804319	0.999803754508858	gain	210.231	106.715	179.3	124.242	0.584	1.259	1
133	0	BI427750478_12911	chr1	40366859	40366979	0.8	0.532216521973112	0.151	0.736	120	0.535354347804085	0.999803754508858	gain	173.053	97.795	147.517	113.808	0.56	1.059	1
134	0	BI427750478_12912	chr1	40366899	40367019	0.668	0.372835337433283	0.125	0.648	120	0.680342990144865	0.999803754508858	gain	148.177	92.972	126.25	108.167	0.439	1.013	1
135	0	BI427750478_12913	chr1	40366939	40367059	0.574	0.282725319461289	0.091	0.575	120	0.752981984183135	0.999803754508858	gain	146.354	98.807	124.692	114.992	0.419	0.755	1
136	0	BI427750478_12914	chr1	40366979	40367099	0.529	0.246759533539503	0.062	0.531	120	0.779914601192359	0.999803754508858	gain	150.331	104.407	128.092	121.542	0.419	0.647	1
137	0	BI427750478_12915	chr1	40367019	40367139	0.565	0.25565001843825	0.099	0.567	120	0.783161258555906	0.999803754508858	gain	134.764	92.303	114.783	107.383	0.419	0.792	1
143	0	BI427750478_12921	chr1	43803437	43803557	0.951	0.539904758772071	0.091	0.963	120	0.623907241774493	0.999803754508858	gain	97.129	50.348	82.608	58.308	0.744	1.148	1
144	0	BI427750478_12922	chr1	43803477	43803597	0.853	0.46202063391199	0.152	0.851	120	0.665033814558987	0.999803754508858	gain	103.162	57.451	87.767	66.617	0.574	1.148	1
145	0	BI427750478_12923	chr1	43803517	43803637	0.719	0.354244356612683	0.131	0.703	120	0.729058958755361	0.999803754508858	gain	111.273	68.237	94.7	79.233	0.506	1.021	1
146	0	BI427750478_12924	chr1	43803557	43803677	0.612	0.301036243468982	0.077	0.607	120	0.746612548223182	0.999803754508858	gain	135.759	89.759	115.633	104.408	0.451	0.782	1
147	0	BI427750478_12925	chr1	43803674	43803794	0.376	0.308154408973801	0.062	0.363	120	0.547512209927096	0.999803754508858	gain	356.114	276.357	304.017	322.675	0.276	0.536	3
148	0	BI427750478_12926	chr1	43803714	43803834	0.385	0.358736123420725	0.063	0.367	120	0.409136636043656	0.999803754508858	gain	427.692	326.775	365.208	381.65	0.276	0.507	4
149	0	BI427750478_12927	chr1	43803754	43803874	0.426	0.406744177225137	0.055	0.441	120	0.334494846066348	0.999803754508858	gain	445.569	331.662	380.492	387.367	0.305	0.524	4
150	0	BI427750478_12928	chr1	43803794	43803914	0.45	0.414090240278731	0.045	0.448	120	0.360277645429554	0.999803754508858	gain	418.392	305.829	357.258	357.15	0.351	0.561	3
151	0	BI427750478_12929	chr1	43803834	43803954	0.442	0.368865828204827	0.057	0.429	120	0.479958117570289	0.999803754508858	gain	356.319	262.122	304.192	306.025	0.313	0.561	3
152	0	BI427750478_12930	chr1	43803874	43803994	0.453	0.333658838703392	0.069	0.437	120	0.58279942954958	0.999803754508858	gain	293.486	214.882	250.475	250.767	0.313	0.599	2
153	0	BI427750478_12931	chr1	43804180	43804300	0.586	0.571856120751517	0.071	0.576	120	0.164896552101831	0.999803754508858	gain	474.461	319.807	405.192	373.5	0.455	0.765	4
154	0	BI427750478_12932	chr1	43804220	43804340	0.515	0.540357797887137	0.058	0.516	120	0.10874247125594	0.999803754508858	gain	552.033	387.117	471.508	452.233	0.415	0.628	4
155	0	BI427750478_12933	chr1	43804260	43804380	0.474	0.487273759761542	0.045	0.462	120	0.175653530466572	0.999803754508858	gain	519.3	372.925	443.525	435.633	0.396	0.605	4
156	0	BI427750478_12934	chr1	43804300	43804420	0.462	0.413883154865999	0.034	0.452	120	0.384022534630794	0.999803754508858	gain	397.805	289.871	339.658	338.483	0.396	0.584	3
